share_code,name,fund_type,status,inception_date,end_date,known_at,source,family_id,end_known_at,source_ts_code,canonical_fund_id,is_representative
015693,鹏华中证800证券保险指数(LOF)-C,指数型-股票,存续,2022-05-20,,2022-05-20,tushare_fund_basic,鹏华基金管理有限公司,,015693.OF,160625,False
015707,安信新能源主题股票-A,股票型,清盘,2022-07-26,2025-07-26,2022-07-26,tushare_fund_basic,安信基金管理有限责任公司,2025-07-26,015707.OF,015707,True
015708,安信新能源主题股票-C,股票型,清盘,2022-07-26,2025-07-26,2022-07-26,tushare_fund_basic,安信基金管理有限责任公司,2025-07-26,015708.OF,015707,False
015734,红塔红土信息产业精选股票-A,股票型,清盘,2023-03-08,2026-03-08,2023-03-08,tushare_fund_basic,红塔红土基金管理有限公司,2026-03-08,015734.OF,015734,True
015735,红塔红土信息产业精选股票-C,股票型,清盘,2023-03-08,2026-03-08,2023-03-08,tushare_fund_basic,红塔红土基金管理有限公司,2026-03-08,015735.OF,015734,False
015739,国泰中证港股通科技ETF联接-A,指数型-海外股票,存续,2022-06-07,,2022-06-07,tushare_fund_basic,国泰基金管理有限公司,,015739.OF,015739,True
015740,国泰中证港股通科技ETF联接-C,指数型-海外股票,存续,2022-06-07,,2022-06-07,tushare_fund_basic,国泰基金管理有限公司,,015740.OF,015739,False
015753,上银鑫达灵活配置混合-C,混合型-灵活,存续,2022-05-20,,2022-05-20,tushare_fund_basic,上银基金管理有限公司,,015753.OF,015753,True
015754,上银内需增长股票-C,股票型,存续,2022-05-20,,2022-05-20,tushare_fund_basic,上银基金管理有限公司,,015754.OF,015754,True
015761,银华中证基建ETF联接-A,指数型-股票,清盘,2022-06-02,2025-06-02,2022-06-02,tushare_fund_basic,银华基金管理股份有限公司,2025-06-02,015761.OF,015761,True
015762,银华中证基建ETF联接-C,指数型-股票,清盘,2022-06-02,2025-06-02,2022-06-02,tushare_fund_basic,银华基金管理股份有限公司,2025-06-02,015762.OF,015761,False
015772,银华互联网主题灵活配置混合-C,混合型-灵活,存续,2022-05-31,,2022-05-31,tushare_fund_basic,银华基金管理股份有限公司,,015772.OF,015772,True
015773,招商移动互联网产业股票-C,股票型,存续,2022-05-13,,2022-05-13,tushare_fund_basic,招商基金管理有限公司,,015773.OF,015773,True
015774,长信多利灵活配置混合-E,混合型-灵活,存续,2022-05-30,,2022-05-30,tushare_fund_basic,长信基金管理有限责任公司,,015774.OF,013488,False
015779,景顺长城价值边际灵活配置混合-C,混合型-灵活,存续,2022-06-02,,2022-06-02,tushare_fund_basic,景顺长城基金管理有限公司,,015779.OF,015779,True
015784,中信建投中证1000指数增强-A,指数型-股票,存续,2022-06-28,,2022-06-28,tushare_fund_basic,中信建投基金管理有限公司,,015784.OF,015784,True
015785,中信建投中证1000指数增强-C,指数型-股票,存续,2022-06-28,,2022-06-28,tushare_fund_basic,中信建投基金管理有限公司,,015785.OF,015784,False
015787,鹏扬中证数字经济主题ETF联接-A,指数型-股票,存续,2022-09-26,,2022-09-26,tushare_fund_basic,鹏扬基金管理有限公司,,015787.OF,015787,True
015788,鹏扬中证数字经济主题ETF联接-C,指数型-股票,存续,2022-09-26,,2022-09-26,tushare_fund_basic,鹏扬基金管理有限公司,,015788.OF,015787,False
015794,天弘创业板指数增强-A,指数型-股票,存续,2022-08-18,,2022-08-18,tushare_fund_basic,天弘基金管理有限公司,,015794.OF,015794,True
015795,天弘创业板指数增强-C,指数型-股票,存续,2022-08-18,,2022-08-18,tushare_fund_basic,天弘基金管理有限公司,,015795.OF,015794,False
015807,中银宏观策略灵活配置混合-C,混合型-灵活,存续,2022-06-27,,2022-06-27,tushare_fund_basic,中银基金管理有限公司,,015807.OF,015807,True
015808,汇添富中证电池主题ETF联接-D,指数型-股票,存续,2022-05-23,,2022-05-23,tushare_fund_basic,汇添富基金管理股份有限公司,,015808.OF,015808,True
015812,建信鑫荣回报灵活配置混合-C,混合型-灵活,清盘,2022-05-26,2024-02-05,2022-05-26,tushare_fund_basic,建信基金管理有限责任公司,2024-02-05,015812.OF,001498,False
015820,宝盈中证沪港深科技龙头指数-A,指数型-股票,清盘,2022-11-23,2025-11-23,2022-11-23,tushare_fund_basic,宝盈基金管理有限公司,2025-11-23,015820.OF,015820,True
015821,宝盈中证沪港深科技龙头指数-C,指数型-股票,清盘,2022-11-23,2025-11-23,2022-11-23,tushare_fund_basic,宝盈基金管理有限公司,2025-11-23,015821.OF,015820,False
015849,富国创新企业灵活配置混合(LOF)-C,混合型-灵活,存续,2022-06-13,,2022-06-13,tushare_fund_basic,富国基金管理有限公司,,015849.OF,501077,False
015859,宝盈国证证券龙头指数-A,指数型-股票,存续,2022-07-12,,2022-07-12,tushare_fund_basic,宝盈基金管理有限公司,,015859.OF,015859,True
015860,宝盈国证证券龙头指数-C,指数型-股票,存续,2022-07-12,,2022-07-12,tushare_fund_basic,宝盈基金管理有限公司,,015860.OF,015859,False
015867,国泰海通中证1000指数增强-A,指数型-股票,存续,2022-08-16,,2022-08-16,tushare_fund_basic,上海国泰海通证券资产管理有限公司,,015867.OF,015867,True
015868,国泰海通中证1000指数增强-C,指数型-股票,存续,2022-08-16,,2022-08-16,tushare_fund_basic,上海国泰海通证券资产管理有限公司,,015868.OF,015867,False
015871,景顺长城国证新能源车电池ETF联接-A,指数型-股票,清盘,2022-06-06,2025-06-06,2022-06-06,tushare_fund_basic,景顺长城基金管理有限公司,2025-06-06,015871.OF,015871,True
015872,景顺长城国证新能源车电池ETF联接-C,指数型-股票,清盘,2022-06-06,2025-06-06,2022-06-06,tushare_fund_basic,景顺长城基金管理有限公司,2025-06-06,015872.OF,015871,False
015873,工银瑞信国证新能源车电池ETF联接-A,指数型-股票,存续,2022-07-04,,2022-07-04,tushare_fund_basic,工银瑞信基金管理有限公司,,015873.OF,015873,True
015874,工银瑞信国证新能源车电池ETF联接-C,指数型-股票,存续,2022-07-04,,2022-07-04,tushare_fund_basic,工银瑞信基金管理有限公司,,015874.OF,015873,False
015876,富国中证消费电子主题ETF联接-A,指数型-股票,存续,2022-06-14,,2022-06-14,tushare_fund_basic,富国基金管理有限公司,,015876.OF,015876,True
015877,富国中证消费电子主题ETF联接-C,指数型-股票,存续,2022-06-14,,2022-06-14,tushare_fund_basic,富国基金管理有限公司,,015877.OF,015876,False
015878,富国中证农业主题ETF联接-A,指数型-股票,存续,2022-08-19,,2022-08-19,tushare_fund_basic,富国基金管理有限公司,,015878.OF,015878,True
015879,富国中证农业主题ETF联接-C,指数型-股票,存续,2022-08-19,,2022-08-19,tushare_fund_basic,富国基金管理有限公司,,015879.OF,015878,False
015889,富国中证500基本面精选股票-A,股票型,清盘,2022-07-29,2025-07-29,2022-07-29,tushare_fund_basic,富国基金管理有限公司,2025-07-29,015889.OF,015889,True
015890,富国中证500基本面精选股票-C,股票型,清盘,2022-07-29,2025-07-29,2022-07-29,tushare_fund_basic,富国基金管理有限公司,2025-07-29,015890.OF,015889,False
015891,富国上证50基本面精选股票-A,股票型,存续,2022-08-17,,2022-08-17,tushare_fund_basic,富国基金管理有限公司,,015891.OF,015891,True
015892,富国上证50基本面精选股票-C,股票型,存续,2022-08-17,,2022-08-17,tushare_fund_basic,富国基金管理有限公司,,015892.OF,015891,False
015894,平安中证消费电子主题ETF联接-A,指数型-股票,存续,2022-07-19,,2022-07-19,tushare_fund_basic,平安基金管理有限公司,,015894.OF,015894,True
015895,平安中证消费电子主题ETF联接-C,指数型-股票,存续,2022-07-19,,2022-07-19,tushare_fund_basic,平安基金管理有限公司,,015895.OF,015894,False
015896,天弘中证细分化工产业主题ETF联接-A,指数型-股票,存续,2022-06-17,,2022-06-17,tushare_fund_basic,天弘基金管理有限公司,,015896.OF,015896,True
015897,天弘中证细分化工产业主题ETF联接-C,指数型-股票,存续,2022-06-17,,2022-06-17,tushare_fund_basic,天弘基金管理有限公司,,015897.OF,015896,False
015904,广发新能源精选股票-A,股票型,存续,2022-11-29,,2022-11-29,tushare_fund_basic,广发基金管理有限公司,,015904.OF,015904,True
015905,广发新能源精选股票-C,股票型,存续,2022-11-29,,2022-11-29,tushare_fund_basic,广发基金管理有限公司,,015905.OF,015904,False
015906,兴业沪深300ETF联接-A,指数型-股票,存续,2022-08-30,,2022-08-30,tushare_fund_basic,兴业基金管理有限公司,,015906.OF,015906,True
015907,兴业沪深300ETF联接-C,指数型-股票,存续,2022-08-30,,2022-08-30,tushare_fund_basic,兴业基金管理有限公司,,015907.OF,015906,False
015921,申万菱信国证2000指数增强-A,指数型-股票,清盘,2022-07-15,2025-07-15,2022-07-15,tushare_fund_basic,申万菱信基金管理有限公司,2025-07-15,015921.OF,015921,True
015922,申万菱信国证2000指数增强-C,指数型-股票,清盘,2022-07-15,2025-07-15,2022-07-15,tushare_fund_basic,申万菱信基金管理有限公司,2025-07-15,015922.OF,015921,False
015937,中信保诚鼎利灵活配置混合(LOF)-C,混合型-灵活,存续,2022-06-09,,2022-06-09,tushare_fund_basic,中信保诚基金管理有限公司,,015937.OF,165528,False
015946,兴业国企改革灵活配置混合-C,混合型-灵活,存续,2022-06-17,,2022-06-17,tushare_fund_basic,兴业基金管理有限公司,,015946.OF,015946,True
015965,长城安心回报混合-C,混合型-灵活,存续,2022-06-14,,2022-06-14,tushare_fund_basic,长城基金管理有限公司,,015965.OF,015965,True
015993,博时中证光伏产业ETF联接-A,指数型-股票,存续,2022-08-16,,2022-08-16,tushare_fund_basic,博时基金管理有限公司,,015993.OF,015993,True
015994,博时中证光伏产业ETF联接-C,指数型-股票,存续,2022-08-16,,2022-08-16,tushare_fund_basic,博时基金管理有限公司,,015994.OF,015993,False
015997,大成中证电池主题ETF联接-A,指数型-股票,存续,2022-06-28,,2022-06-28,tushare_fund_basic,大成基金管理有限公司,,015997.OF,015997,True
015998,大成中证电池主题ETF联接-C,指数型-股票,存续,2022-06-28,,2022-06-28,tushare_fund_basic,大成基金管理有限公司,,015998.OF,015997,False
016007,招商中证消费电子主题ETF联接-A,指数型-股票,存续,2023-02-14,,2023-02-14,tushare_fund_basic,招商基金管理有限公司,,016007.OF,016007,True
016008,招商中证消费电子主题ETF联接-C,指数型-股票,存续,2023-02-14,,2023-02-14,tushare_fund_basic,招商基金管理有限公司,,016008.OF,016007,False
016010,兴银中证科创创业50指数-E,指数型-股票,存续,2022-06-17,,2022-06-17,tushare_fund_basic,兴银基金管理有限责任公司,,016010.OF,012898,False
016013,南方碳中和股票-A,股票型,清盘,2022-10-25,2025-10-27,2022-10-25,tushare_fund_basic,南方基金管理股份有限公司,2025-10-27,016013.OF,016013,True
016014,南方碳中和股票-C,股票型,清盘,2022-10-25,2025-10-27,2022-10-25,tushare_fund_basic,南方基金管理股份有限公司,2025-10-27,016014.OF,016013,False
016018,银河康乐股票-C,股票型,存续,2022-06-22,,2022-06-22,tushare_fund_basic,银河基金管理有限公司,,016018.OF,016018,True
016019,招商中证电池主题ETF联接-A,指数型-股票,存续,2022-07-12,,2022-07-12,tushare_fund_basic,招商基金管理有限公司,,016019.OF,016019,True
016020,招商中证电池主题ETF联接-C,指数型-股票,存续,2022-07-12,,2022-07-12,tushare_fund_basic,招商基金管理有限公司,,016020.OF,016019,False
016033,华宝中证1000指数-C,指数型-股票,清盘,2022-07-01,2025-01-09,2022-07-01,tushare_fund_basic,华宝基金管理有限公司,2025-01-09,016033.OF,162413,False
016040,华安新动力灵活配置混合-C,混合型-灵活,存续,2022-06-23,,2022-06-23,tushare_fund_basic,华安基金管理有限公司,,016040.OF,016040,True
016041,华安新机遇灵活配置混合-C,混合型-灵活,存续,2022-06-23,,2022-06-23,tushare_fund_basic,华安基金管理有限公司,,016041.OF,016041,True
016043,东财中证证券公司30ETF联接-A,指数型-股票,存续,2022-11-29,,2022-11-29,tushare_fund_basic,东财基金管理有限公司,,016043.OF,016043,True
016044,东财中证证券公司30ETF联接-C,指数型-股票,存续,2022-11-29,,2022-11-29,tushare_fund_basic,东财基金管理有限公司,,016044.OF,016043,False
016048,华商新量化灵活配置混合-C,混合型-灵活,存续,2022-07-07,,2022-07-07,tushare_fund_basic,华商基金管理有限公司,,016048.OF,016048,True
016050,华商高端装备制造股票-C,股票型,存续,2022-07-07,,2022-07-07,tushare_fund_basic,华商基金管理有限公司,,016050.OF,016050,True
016051,华商万众创新灵活配置混合-C,混合型-灵活,存续,2022-07-07,,2022-07-07,tushare_fund_basic,华商基金管理有限公司,,016051.OF,016051,True
016052,华商改革创新股票-C,股票型,存续,2022-07-07,,2022-07-07,tushare_fund_basic,华商基金管理有限公司,,016052.OF,016052,True
016053,泰康先进材料股票-A,股票型,清盘,2022-07-26,2025-07-26,2022-07-26,tushare_fund_basic,泰康基金管理有限公司,2025-07-26,016053.OF,016053,True
016054,泰康先进材料股票-C,股票型,清盘,2022-07-26,2025-07-26,2022-07-26,tushare_fund_basic,泰康基金管理有限公司,2025-07-26,016054.OF,016053,False
016055,博时纳斯达克100ETF联接(QDII)-A-CNY,指数型-海外股票,存续,2022-07-26,,2022-07-26,tushare_fund_basic,博时基金管理有限公司,,016055.OF,016055,True
016056,博时纳斯达克100ETF联接(QDII)-A-USD-现汇,指数型-海外股票,存续,2022-07-26,,2022-07-26,tushare_fund_basic,博时基金管理有限公司,,016056.OF,016056,True
016057,博时纳斯达克100ETF联接(QDII)-C-CNY,指数型-海外股票,存续,2022-07-26,,2022-07-26,tushare_fund_basic,博时基金管理有限公司,,016057.OF,016057,True
016058,博时纳斯达克100ETF联接(QDII)-C-USD-现汇,指数型-海外股票,存续,2022-07-26,,2022-07-26,tushare_fund_basic,博时基金管理有限公司,,016058.OF,016058,True
016061,长城环保主题灵活配置混合-C,混合型-灵活,存续,2022-06-24,,2022-06-24,tushare_fund_basic,长城基金管理有限公司,,016061.OF,016061,True
016062,大成多策略灵活配置混合(LOF)-C,混合型-灵活,存续,2022-06-23,,2022-06-23,tushare_fund_basic,大成基金管理有限公司,,016062.OF,160921,False
016069,华商研究精选灵活配置混合-C,混合型-灵活,存续,2022-07-07,,2022-07-07,tushare_fund_basic,华商基金管理有限公司,,016069.OF,016069,True
016070,华商新常态灵活配置混合-C,混合型-灵活,存续,2022-07-07,,2022-07-07,tushare_fund_basic,华商基金管理有限公司,,016070.OF,016070,True
016073,创金合信软件产业股票-A,股票型,存续,2022-09-29,,2022-09-29,tushare_fund_basic,创金合信基金管理有限公司,,016073.OF,016073,True
016074,创金合信软件产业股票-C,股票型,存续,2022-09-29,,2022-09-29,tushare_fund_basic,创金合信基金管理有限公司,,016074.OF,016073,False
016077,华夏中证农业主题ETF联接-A,指数型-股票,存续,2022-08-19,,2022-08-19,tushare_fund_basic,华夏基金管理有限公司,,016077.OF,016077,True
016078,华夏中证农业主题ETF联接-C,指数型-股票,存续,2022-08-19,,2022-08-19,tushare_fund_basic,华夏基金管理有限公司,,016078.OF,016077,False
016090,中泰玉衡价值优选灵活配置混合-C,混合型-灵活,存续,2022-07-01,,2022-07-01,tushare_fund_basic,中泰证券(上海)资产管理有限公司,,016090.OF,016090,True
016103,申万菱信沪深300优选指数增强-A,指数型-股票,清盘,2022-12-26,2025-12-26,2022-12-26,tushare_fund_basic,申万菱信基金管理有限公司,2025-12-26,016103.OF,016103,True
016104,申万菱信沪深300优选指数增强-C,指数型-股票,清盘,2022-12-26,2025-12-26,2022-12-26,tushare_fund_basic,申万菱信基金管理有限公司,2025-12-26,016104.OF,016103,False
016113,华宝高端装备股票-A,股票型,清盘,2022-08-16,2025-08-16,2022-08-16,tushare_fund_basic,华宝基金管理有限公司,2025-08-16,016113.OF,016113,True
016114,华宝高端装备股票-C,股票型,清盘,2022-08-16,2025-08-16,2022-08-16,tushare_fund_basic,华宝基金管理有限公司,2025-08-16,016114.OF,016113,False
016122,华富中证科创创业50指数增强-A,指数型-股票,存续,2022-08-31,,2022-08-31,tushare_fund_basic,华富基金管理有限公司,,016122.OF,016122,True
016123,华富中证科创创业50指数增强-C,指数型-股票,存续,2022-08-31,,2022-08-31,tushare_fund_basic,华富基金管理有限公司,,016123.OF,016122,False
016128,景顺长城中证红利低波动100ETF联接-A,指数型-股票,存续,2022-08-02,,2022-08-02,tushare_fund_basic,景顺长城基金管理有限公司,,016128.OF,016128,True
016129,景顺长城中证红利低波动100ETF联接-C,指数型-股票,存续,2022-08-02,,2022-08-02,tushare_fund_basic,景顺长城基金管理有限公司,,016129.OF,016128,False
016134,嘉实沪深300指数研究增强-C,指数型-股票,存续,2022-07-08,,2022-07-08,tushare_fund_basic,嘉实基金管理有限公司,,016134.OF,016134,True
016135,嘉实优势成长灵活配置混合-C,混合型-灵活,存续,2023-03-02,,2023-03-02,tushare_fund_basic,嘉实基金管理有限公司,,016135.OF,016135,True
016168,嘉实丰和灵活配置混合-C,混合型-灵活,存续,2022-12-09,,2022-12-09,tushare_fund_basic,嘉实基金管理有限公司,,016168.OF,016168,True
016179,华安新活力灵活配置混合-C,混合型-灵活,存续,2022-07-21,,2022-07-21,tushare_fund_basic,华安基金管理有限公司,,016179.OF,016179,True
016182,华安安进灵活配置混合-C,混合型-灵活,存续,2022-07-21,,2022-07-21,tushare_fund_basic,华安基金管理有限公司,,016182.OF,016182,True
016183,华安安华灵活配置混合-C,混合型-灵活,存续,2022-07-21,,2022-07-21,tushare_fund_basic,华安基金管理有限公司,,016183.OF,016183,True
016185,广发中证全指电力公用事业ETF联接-A,指数型-股票,存续,2022-07-19,,2022-07-19,tushare_fund_basic,广发基金管理有限公司,,016185.OF,016185,True
016186,广发中证全指电力公用事业ETF联接-C,指数型-股票,存续,2022-07-19,,2022-07-19,tushare_fund_basic,广发基金管理有限公司,,016186.OF,016185,False
016204,东方沪深300指数增强-A,指数型-股票,存续,2022-11-08,,2022-11-08,tushare_fund_basic,东方基金管理股份有限公司,,016204.OF,016204,True
016205,东方沪深300指数增强-C,指数型-股票,存续,2022-11-08,,2022-11-08,tushare_fund_basic,东方基金管理股份有限公司,,016205.OF,016204,False
016209,申万菱信中证军工指数(LOF)-C,指数型-股票,存续,2022-07-07,,2022-07-07,tushare_fund_basic,申万菱信基金管理有限公司,,016209.OF,163115,False
016214,富安达长盈灵活配置混合-C,混合型-灵活,存续,2022-07-15,,2022-07-15,tushare_fund_basic,富安达基金管理有限公司,,016214.OF,016214,True
016225,申万菱信中证内地新能源主题ETF联接-A,指数型-股票,清盘,2022-09-19,2025-09-19,2022-09-19,tushare_fund_basic,申万菱信基金管理有限公司,2025-09-19,016225.OF,016225,True
016226,申万菱信中证内地新能源主题ETF联接-C,指数型-股票,清盘,2022-09-19,2025-09-19,2022-09-19,tushare_fund_basic,申万菱信基金管理有限公司,2025-09-19,016226.OF,016225,False
016246,天弘新价值灵活配置混合-C,混合型-灵活,存续,2022-07-15,,2022-07-15,tushare_fund_basic,天弘基金管理有限公司,,016246.OF,016246,True
016258,中信保诚创新成长灵活配置混合-C,混合型-灵活,存续,2022-07-15,,2022-07-15,tushare_fund_basic,中信保诚基金管理有限公司,,016258.OF,016258,True
016262,银华智荟内在价值灵活配置混合-C,混合型-灵活,存续,2022-07-21,,2022-07-21,tushare_fund_basic,银华基金管理股份有限公司,,016262.OF,016262,True
016263,银华高端制造业灵活配置混合-C,混合型-灵活,存续,2022-08-02,,2022-08-02,tushare_fund_basic,银华基金管理股份有限公司,,016263.OF,016263,True
016264,嘉实新起航灵活配置混合-C,混合型-灵活,存续,2022-12-09,,2022-12-09,tushare_fund_basic,嘉实基金管理有限公司,,016264.OF,016264,True
016267,建信中证500指数量化增强-A,指数型-股票,存续,2022-12-23,,2022-12-23,tushare_fund_basic,建信基金管理有限责任公司,,016267.OF,016267,True
016268,建信中证500指数量化增强-C,指数型-股票,存续,2022-12-23,,2022-12-23,tushare_fund_basic,建信基金管理有限责任公司,,016268.OF,016267,False
016269,建信改革红利股票-C,股票型,存续,2022-07-22,,2022-07-22,tushare_fund_basic,建信基金管理有限责任公司,,016269.OF,016269,True
016276,招商中证800指数增强-A,指数型-股票,存续,2022-08-23,,2022-08-23,tushare_fund_basic,招商基金管理有限公司,,016276.OF,016276,True
016277,招商中证800指数增强-C,指数型-股票,存续,2022-08-23,,2022-08-23,tushare_fund_basic,招商基金管理有限公司,,016277.OF,016276,False
016280,广发全球医疗保健指数(QDII)-C-CNY,指数型-海外股票,存续,2022-07-22,,2022-07-22,tushare_fund_basic,广发基金管理有限公司,,016280.OF,016280,True
016281,广发全球医疗保健指数(QDII)-C-USD-现汇,指数型-海外股票,存续,2022-07-22,,2022-07-22,tushare_fund_basic,广发基金管理有限公司,,016281.OF,016281,True
016283,华泰柏瑞积极优选股票-C,股票型,存续,2022-07-21,,2022-07-21,tushare_fund_basic,华泰柏瑞基金管理有限公司,,016283.OF,016283,True
016289,华安沪港深通精选灵活配置混合-C,混合型-灵活,存续,2022-08-11,,2022-08-11,tushare_fund_basic,华安基金管理有限公司,,016289.OF,016289,True
016290,华安国企改革主题灵活配置混合-C,混合型-灵活,存续,2022-08-11,,2022-08-11,tushare_fund_basic,华安基金管理有限公司,,016290.OF,016290,True
016291,华安大国新经济股票-C,股票型,存续,2022-08-11,,2022-08-11,tushare_fund_basic,华安基金管理有限公司,,016291.OF,016291,True
016292,华安物联网主题股票-C,股票型,存续,2022-08-11,,2022-08-11,tushare_fund_basic,华安基金管理有限公司,,016292.OF,016292,True
016313,富国研究精选灵活配置混合-C,混合型-灵活,存续,2022-08-23,,2022-08-23,tushare_fund_basic,富国基金管理有限公司,,016313.OF,016313,True
016316,同泰积极配置3个月持有期股票(FOF)-A,股票型,存续,2022-11-03,,2022-11-03,tushare_fund_basic,同泰基金管理有限公司,,016316.OF,016316,True
016317,同泰积极配置3个月持有期股票(FOF)-C,股票型,存续,2022-11-03,,2022-11-03,tushare_fund_basic,同泰基金管理有限公司,,016317.OF,016316,False
016322,嘉实安益灵活配置混合-A,混合型-灵活,存续,2022-08-05,,2022-08-05,tushare_fund_basic,嘉实基金管理有限公司,,016322.OF,016322,True
016323,东方中证500指数增强-A,指数型-股票,清盘,2022-12-20,2024-01-30,2022-12-20,tushare_fund_basic,东方基金管理股份有限公司,2024-01-30,016323.OF,016323,True
016324,东方中证500指数增强-C,指数型-股票,清盘,2022-12-20,2024-01-30,2022-12-20,tushare_fund_basic,东方基金管理股份有限公司,2024-01-30,016324.OF,016323,False
016334,中银标普全球精选自然资源等权重指数(QDII)-C,指数型-海外股票,清盘,2022-08-26,2023-01-17,2022-08-26,tushare_fund_basic,中银基金管理有限公司,2023-01-17,016334.OF,000049,False
016335,汇丰晋信动态策略混合-C,混合型-灵活,存续,2022-08-01,,2022-08-01,tushare_fund_basic,汇丰晋信基金管理有限公司,,016335.OF,016335,True
016336,博时卓远成长一年持有期股票-A,股票型,清盘,2022-09-29,2025-11-17,2022-09-29,tushare_fund_basic,博时基金管理有限公司,2025-11-17,016336.OF,016336,True
016337,博时卓远成长一年持有期股票-C,股票型,清盘,2022-09-29,2025-11-17,2022-09-29,tushare_fund_basic,博时基金管理有限公司,2025-11-17,016337.OF,016336,False
016343,招商中证银行指数-E,指数型-股票,存续,2022-07-27,,2022-07-27,tushare_fund_basic,招商基金管理有限公司,,016343.OF,161723,False
016347,招商中证煤炭等权指数-E,指数型-股票,存续,2022-07-27,,2022-07-27,tushare_fund_basic,招商基金管理有限公司,,016347.OF,161724,False
016349,景顺长城国证新能源车电池ETF联接-D,指数型-股票,清盘,2022-08-05,2025-06-06,2022-08-05,tushare_fund_basic,景顺长城基金管理有限公司,2025-06-06,016349.OF,016349,True
016352,建信高端医疗股票-C,股票型,存续,2022-09-02,,2022-09-02,tushare_fund_basic,建信基金管理有限责任公司,,016352.OF,016352,True
016355,华夏国证疫苗与生物科技指数-A,指数型-股票,存续,2022-09-06,,2022-09-06,tushare_fund_basic,华夏基金管理有限公司,,016355.OF,016355,True
016356,华夏国证疫苗与生物科技指数-C,指数型-股票,存续,2022-09-06,,2022-09-06,tushare_fund_basic,华夏基金管理有限公司,,016356.OF,016355,False
016357,易方达中证长江保护主题ETF联接-A,指数型-股票,清盘,2023-04-11,2026-04-13,2023-04-11,tushare_fund_basic,易方达基金管理有限公司,2026-04-13,016357.OF,016357,True
016358,易方达中证长江保护主题ETF联接-C,指数型-股票,清盘,2023-04-11,2026-04-13,2023-04-11,tushare_fund_basic,易方达基金管理有限公司,2026-04-13,016358.OF,016357,False
016363,招商中证红利ETF联接-E,指数型-股票,存续,2022-07-28,,2022-07-28,tushare_fund_basic,招商基金管理有限公司,,016363.OF,012643,False
016374,华泰柏瑞新金融地产灵活配置混合-C,混合型-灵活,存续,2022-08-04,,2022-08-04,tushare_fund_basic,华泰柏瑞基金管理有限公司,,016374.OF,016374,True
016392,易米中证科创创业50指数增强-A,指数型-股票,清盘,2023-01-04,2026-01-05,2023-01-04,tushare_fund_basic,易米基金管理有限公司,2026-01-05,016392.OF,016392,True
016393,易米中证科创创业50指数增强-C,指数型-股票,清盘,2023-01-04,2026-01-05,2023-01-04,tushare_fund_basic,易米基金管理有限公司,2026-01-05,016393.OF,016392,False
016398,九泰锐益灵活配置混合(LOF)-C,混合型-灵活,存续,2022-08-03,,2022-08-03,tushare_fund_basic,九泰基金管理有限公司,,016398.OF,168103,False
016399,九泰久睿量化股票-C,股票型,存续,2022-08-03,,2022-08-03,tushare_fund_basic,九泰基金管理有限公司,,016399.OF,016399,True
016401,摩根大盘蓝筹股票-C,股票型,存续,2022-08-10,,2022-08-10,tushare_fund_basic,摩根基金管理(中国)有限公司,,016401.OF,016401,True
016418,摩根创新商业模式灵活配置混合-C,混合型-灵活,存续,2022-08-19,,2022-08-19,tushare_fund_basic,摩根基金管理(中国)有限公司,,016418.OF,016418,True
016423,华安安享灵活配置混合-C,混合型-灵活,清盘,2022-08-11,2022-09-01,2022-08-11,tushare_fund_basic,华安基金管理有限公司,2022-09-01,016423.OF,000708,False
016437,银华巨潮小盘价值ETF联接-C,指数型-股票,清盘,2022-08-10,2024-02-03,2022-08-10,tushare_fund_basic,银华基金管理股份有限公司,2024-02-03,016437.OF,010561,False
016440,华夏中证红利质量ETF联接-A,指数型-股票,存续,2022-09-14,,2022-09-14,tushare_fund_basic,华夏基金管理有限公司,,016440.OF,016440,True
016441,华夏中证红利质量ETF联接-C,指数型-股票,存续,2022-09-14,,2022-09-14,tushare_fund_basic,华夏基金管理有限公司,,016441.OF,016440,False
016444,中泰研究精选6个月持有期股票-A,股票型,存续,2022-11-11,,2022-11-11,tushare_fund_basic,中泰证券(上海)资产管理有限公司,,016444.OF,016444,True
016445,中泰研究精选6个月持有期股票-C,股票型,存续,2022-11-11,,2022-11-11,tushare_fund_basic,中泰证券(上海)资产管理有限公司,,016445.OF,016444,False
016449,南方新材料股票-A,股票型,存续,2023-03-21,,2023-03-21,tushare_fund_basic,南方基金管理股份有限公司,,016449.OF,016449,True
016450,南方新材料股票-C,股票型,存续,2023-03-21,,2023-03-21,tushare_fund_basic,南方基金管理股份有限公司,,016450.OF,016449,False
016452,南方纳斯达克100指数(QDII)-A,指数型-海外股票,存续,2022-11-29,,2022-11-29,tushare_fund_basic,南方基金管理股份有限公司,,016452.OF,016452,True
016453,南方纳斯达克100指数(QDII)-C,指数型-海外股票,存续,2022-11-29,,2022-11-29,tushare_fund_basic,南方基金管理股份有限公司,,016453.OF,016452,False
016461,华宝核心优势灵活配置混合-C,混合型-灵活,存续,2022-08-24,,2022-08-24,tushare_fund_basic,华宝基金管理有限公司,,016461.OF,016461,True
016463,华宝万物互联灵活配置混合-C,混合型-灵活,存续,2022-09-14,,2022-09-14,tushare_fund_basic,华宝基金管理有限公司,,016463.OF,016463,True
016470,广发纳斯达克生物科技指数(QDII)-C-CNY,指数型-海外股票,存续,2022-08-12,,2022-08-12,tushare_fund_basic,广发基金管理有限公司,,016470.OF,016470,True
