share_code,name,fund_type,status,inception_date,end_date,known_at,source,family_id,end_known_at,source_ts_code,canonical_fund_id,is_representative
016471,广发纳斯达克生物科技指数(QDII)-C-USD-现汇,指数型-海外股票,存续,2022-08-12,,2022-08-12,tushare_fund_basic,广发基金管理有限公司,,016471.OF,016471,True
016480,中银改革红利灵活配置混合-C,混合型-灵活,清盘,2022-08-25,2023-11-28,2022-08-25,tushare_fund_basic,中银基金管理有限公司,2023-11-28,016480.OF,005545,False
016494,农银汇理新能源主题灵活配置混合-C,混合型-灵活,存续,2022-09-01,,2022-09-01,tushare_fund_basic,农银汇理基金管理有限公司,,016494.OF,016494,True
016495,景顺长城中证港股通科技ETF联接-A,指数型-海外股票,存续,2022-09-01,,2022-09-01,tushare_fund_basic,景顺长城基金管理有限公司,,016495.OF,016495,True
016496,景顺长城中证港股通科技ETF联接-C,指数型-海外股票,存续,2022-09-01,,2022-09-01,tushare_fund_basic,景顺长城基金管理有限公司,,016496.OF,016495,False
016498,易方达MSCI中国A50互联互通指数量化增强-A,指数型-海外股票,存续,2022-09-23,,2022-09-23,tushare_fund_basic,易方达基金管理有限公司,,016498.OF,016498,True
016499,易方达MSCI中国A50互联互通指数量化增强-C,指数型-海外股票,存续,2022-09-23,,2022-09-23,tushare_fund_basic,易方达基金管理有限公司,,016499.OF,016498,False
016519,华安新回报灵活配置混合-C,混合型-灵活,清盘,2024-06-18,2026-04-28,2024-06-18,tushare_fund_basic,华安基金管理有限公司,2026-04-28,016519.OF,001311,False
016520,中银稳进策略灵活配置混合-C,混合型-灵活,存续,2022-08-25,,2022-08-25,tushare_fund_basic,中银基金管理有限公司,,016520.OF,016520,True
016532,嘉实纳斯达克100ETF联接(QDII)-A-CNY,指数型-海外股票,存续,2022-09-15,,2022-09-15,tushare_fund_basic,嘉实基金管理有限公司,,016532.OF,016532,True
016533,嘉实纳斯达克100ETF联接(QDII)-C-CNY,指数型-海外股票,存续,2022-09-15,,2022-09-15,tushare_fund_basic,嘉实基金管理有限公司,,016533.OF,016533,True
016534,嘉实纳斯达克100ETF联接(QDII)-A-USD-现汇,指数型-海外股票,存续,2022-09-15,,2022-09-15,tushare_fund_basic,嘉实基金管理有限公司,,016534.OF,016534,True
016535,嘉实纳斯达克100ETF联接(QDII)-C-USD-现汇,指数型-海外股票,存续,2022-09-15,,2022-09-15,tushare_fund_basic,嘉实基金管理有限公司,,016535.OF,016535,True
016543,景顺长城中证上海环交所碳中和指数-A,指数型-股票,清盘,2024-01-17,2024-05-10,2024-01-17,tushare_fund_basic,景顺长城基金管理有限公司,2024-05-10,016543.OF,016543,True
016544,景顺长城中证上海环交所碳中和指数-C,指数型-股票,清盘,2024-01-17,2024-05-10,2024-01-17,tushare_fund_basic,景顺长城基金管理有限公司,2024-05-10,016544.OF,016543,False
016551,诺德策略回报股票-A,股票型,存续,2022-10-28,,2022-10-28,tushare_fund_basic,诺德基金管理有限公司,,016551.OF,016551,True
016552,诺德策略回报股票-C,股票型,存续,2022-10-28,,2022-10-28,tushare_fund_basic,诺德基金管理有限公司,,016552.OF,016551,False
016556,万家量化睿选灵活配置混合-C,混合型-灵活,存续,2022-08-25,,2022-08-25,tushare_fund_basic,万家基金管理有限公司,,016556.OF,016556,True
016564,华安安顺灵活配置混合-C,混合型-灵活,存续,2022-11-03,,2022-11-03,tushare_fund_basic,华安基金管理有限公司,,016564.OF,016564,True
016566,嘉实中证电池主题ETF联接-A,指数型-股票,存续,2022-09-21,,2022-09-21,tushare_fund_basic,嘉实基金管理有限公司,,016566.OF,016566,True
016567,嘉实中证电池主题ETF联接-C,指数型-股票,存续,2022-09-21,,2022-09-21,tushare_fund_basic,嘉实基金管理有限公司,,016567.OF,016566,False
016572,招商中证银行AH价格优选ETF联接-A,指数型-股票,存续,2022-12-28,,2022-12-28,tushare_fund_basic,招商基金管理有限公司,,016572.OF,016572,True
016573,招商中证银行AH价格优选ETF联接-C,指数型-股票,存续,2022-12-28,,2022-12-28,tushare_fund_basic,招商基金管理有限公司,,016573.OF,016572,False
016600,万家品质生活灵活配置混合-C,混合型-灵活,存续,2022-09-15,,2022-09-15,tushare_fund_basic,万家基金管理有限公司,,016600.OF,016600,True
016617,国泰价值优选灵活配置混合(LOF)-C,混合型-灵活,存续,2022-09-09,,2022-09-09,tushare_fund_basic,国泰基金管理有限公司,,016617.OF,501064,False
016620,万家颐和灵活配置混合-C,混合型-灵活,存续,2022-09-15,,2022-09-15,tushare_fund_basic,万家基金管理有限公司,,016620.OF,016620,True
016630,易方达中证1000ETF联接-A,指数型-股票,存续,2023-01-18,,2023-01-18,tushare_fund_basic,易方达基金管理有限公司,,016630.OF,016630,True
016631,易方达中证1000ETF联接-C,指数型-股票,存续,2023-01-18,,2023-01-18,tushare_fund_basic,易方达基金管理有限公司,,016631.OF,016630,False
016633,富国中证1000ETF联接-A,指数型-股票,存续,2022-11-15,,2022-11-15,tushare_fund_basic,富国基金管理有限公司,,016633.OF,016633,True
016634,富国中证1000ETF联接-C,指数型-股票,存续,2022-11-15,,2022-11-15,tushare_fund_basic,富国基金管理有限公司,,016634.OF,016633,False
016643,南方中证1000ETF联接-E,指数型-股票,存续,2022-09-15,,2022-09-15,tushare_fund_basic,南方基金管理股份有限公司,,016643.OF,011860,False
016647,兴业数字经济优选股票-A,股票型,清盘,2022-10-12,2024-09-19,2022-10-12,tushare_fund_basic,兴业基金管理有限公司,2024-09-19,016647.OF,016647,True
016648,兴业数字经济优选股票-C,股票型,清盘,2022-10-12,2024-09-19,2022-10-12,tushare_fund_basic,兴业基金管理有限公司,2024-09-19,016648.OF,016647,False
016667,景顺长城全球半导体芯片产业股票(QDII-LOF)-A-USD-现汇,股票型,存续,2023-03-30,,2023-03-30,tushare_fund_basic,景顺长城基金管理有限公司,,016667.OF,016667,True
016668,景顺长城全球半导体芯片产业股票(QDII-LOF)-C-CNY,股票型,存续,2023-03-30,,2023-03-30,tushare_fund_basic,景顺长城基金管理有限公司,,016668.OF,016668,True
016680,中金中证500ESG基准指数增强-A,指数型-股票,存续,2022-10-25,,2022-10-25,tushare_fund_basic,中金基金管理有限公司,,016680.OF,016680,True
016681,中金中证500ESG基准指数增强-C,指数型-股票,存续,2022-10-25,,2022-10-25,tushare_fund_basic,中金基金管理有限公司,,016681.OF,016680,False
016690,鹏华沪深300指数增强-C,指数型-股票,存续,2022-09-14,,2022-09-14,tushare_fund_basic,鹏华基金管理有限公司,,016690.OF,016690,True
016697,华泰柏瑞上证50指数增强-A,指数型-股票,清盘,2023-03-14,2025-07-24,2023-03-14,tushare_fund_basic,华泰柏瑞基金管理有限公司,2025-07-24,016697.OF,016697,True
016698,华泰柏瑞上证50指数增强-C,指数型-股票,清盘,2023-03-14,2025-07-24,2023-03-14,tushare_fund_basic,华泰柏瑞基金管理有限公司,2025-07-24,016698.OF,016697,False
016707,华夏中证细分有色金属产业主题ETF联接-A,指数型-股票,存续,2022-10-18,,2022-10-18,tushare_fund_basic,华夏基金管理有限公司,,016707.OF,016707,True
016708,华夏中证细分有色金属产业主题ETF联接-C,指数型-股票,存续,2022-10-18,,2022-10-18,tushare_fund_basic,华夏基金管理有限公司,,016708.OF,016707,False
016721,前海开源高端装备制造灵活配置混合-C,混合型-灵活,存续,2024-12-11,,2024-12-11,tushare_fund_basic,前海开源基金管理有限公司,,016721.OF,016721,True
016725,农银汇理品质农业股票-A,股票型,存续,2022-11-22,,2022-11-22,tushare_fund_basic,农银汇理基金管理有限公司,,016725.OF,016725,True
016726,农银汇理品质农业股票-C,股票型,存续,2022-11-22,,2022-11-22,tushare_fund_basic,农银汇理基金管理有限公司,,016726.OF,016725,False
016729,长信中证科创创业50指数增强-A,指数型-股票,存续,2022-12-13,,2022-12-13,tushare_fund_basic,长信基金管理有限责任公司,,016729.OF,016729,True
016730,长信中证科创创业50指数增强-C,指数型-股票,存续,2022-12-13,,2022-12-13,tushare_fund_basic,长信基金管理有限责任公司,,016730.OF,016729,False
016742,华安大中华升级股票(QDII)-C,股票型,存续,2022-11-03,,2022-11-03,tushare_fund_basic,华安基金管理有限公司,,016742.OF,016742,True
016763,华安中证上海环交所碳中和指数-A,指数型-股票,清盘,2022-10-14,2025-10-14,2022-10-14,tushare_fund_basic,华安基金管理有限公司,2025-10-14,016763.OF,016763,True
016764,华安中证上海环交所碳中和指数-C,指数型-股票,清盘,2022-10-14,2025-10-14,2022-10-14,tushare_fund_basic,华安基金管理有限公司,2025-10-14,016764.OF,016763,False
016776,嘉实中证1000指数增强-A,指数型-股票,存续,2022-12-06,,2022-12-06,tushare_fund_basic,嘉实基金管理有限公司,,016776.OF,016776,True
016777,嘉实中证1000指数增强-C,指数型-股票,存续,2022-12-06,,2022-12-06,tushare_fund_basic,嘉实基金管理有限公司,,016777.OF,016776,False
016780,国投瑞银锐意改革灵活配置混合-C,混合型-灵活,存续,2022-10-17,,2022-10-17,tushare_fund_basic,国投瑞银基金管理有限公司,,016780.OF,016780,True
016785,鹏华中证1000指数增强-A,指数型-股票,存续,2022-12-26,,2022-12-26,tushare_fund_basic,鹏华基金管理有限公司,,016785.OF,016785,True
016786,鹏华中证1000指数增强-C,指数型-股票,存续,2022-12-26,,2022-12-26,tushare_fund_basic,鹏华基金管理有限公司,,016786.OF,016785,False
016788,万家国证2000ETF联接-A,指数型-股票,存续,2022-10-11,,2022-10-11,tushare_fund_basic,万家基金管理有限公司,,016788.OF,016788,True
016789,万家国证2000ETF联接-C,指数型-股票,存续,2022-10-11,,2022-10-11,tushare_fund_basic,万家基金管理有限公司,,016789.OF,016788,False
016796,长安鑫富领先灵活配置混合-C,混合型-灵活,存续,2022-11-07,,2022-11-07,tushare_fund_basic,长安基金管理有限公司,,016796.OF,016796,True
016814,国联中证煤炭指数-C,指数型-股票,存续,2022-09-28,,2022-09-28,tushare_fund_basic,国联基金管理有限公司,,016814.OF,168204,False
016815,国联国证钢铁行业指数-C,指数型-股票,存续,2022-09-28,,2022-09-28,tushare_fund_basic,国联基金管理有限公司,,016815.OF,168203,False
016823,天弘全球新能源汽车股票(QDII-LOF)-C,股票型,存续,2023-06-06,,2023-06-06,tushare_fund_basic,天弘基金管理有限公司,,016823.OF,016823,True
016836,国泰中证基建ETF联接-A,指数型-股票,存续,2022-10-12,,2022-10-12,tushare_fund_basic,国泰基金管理有限公司,,016836.OF,016836,True
016837,国泰中证基建ETF联接-C,指数型-股票,存续,2022-10-12,,2022-10-12,tushare_fund_basic,国泰基金管理有限公司,,016837.OF,016836,False
016842,嘉实中证全指证券公司ETF联接-A,指数型-股票,存续,2022-10-20,,2022-10-20,tushare_fund_basic,嘉实基金管理有限公司,,016842.OF,016842,True
016843,嘉实中证全指证券公司ETF联接-C,指数型-股票,存续,2022-10-20,,2022-10-20,tushare_fund_basic,嘉实基金管理有限公司,,016843.OF,016842,False
016847,中欧高端装备股票-A,股票型,存续,2022-11-14,,2022-11-14,tushare_fund_basic,中欧基金管理有限公司,,016847.OF,016847,True
016848,中欧高端装备股票-C,股票型,存续,2022-11-14,,2022-11-14,tushare_fund_basic,中欧基金管理有限公司,,016848.OF,016847,False
016854,汇添富中证500指数增强-C,指数型-股票,存续,2022-10-12,,2022-10-12,tushare_fund_basic,汇添富基金管理股份有限公司,,016854.OF,016854,True
016858,国金量化多因子股票-C,股票型,存续,2022-10-14,,2022-10-14,tushare_fund_basic,国金基金管理有限公司,,016858.OF,016858,True
016865,华泰紫金中证500指数增强-A,指数型-股票,存续,2023-02-22,,2023-02-22,tushare_fund_basic,华泰证券(上海)资产管理有限公司,,016865.OF,016865,True
016866,华泰紫金中证500指数增强-C,指数型-股票,存续,2023-02-22,,2023-02-22,tushare_fund_basic,华泰证券(上海)资产管理有限公司,,016866.OF,016865,False
016867,华泰紫金沪深300指数增强-A,指数型-股票,清盘,2022-11-17,2025-11-17,2022-11-17,tushare_fund_basic,华泰证券(上海)资产管理有限公司,2025-11-17,016867.OF,016867,True
016868,华泰紫金沪深300指数增强-C,指数型-股票,清盘,2022-11-17,2025-11-17,2022-11-17,tushare_fund_basic,华泰证券(上海)资产管理有限公司,2025-11-17,016868.OF,016867,False
016879,招商中证上海环交所碳中和ETF联接-A,指数型-股票,存续,2023-12-29,,2023-12-29,tushare_fund_basic,招商基金管理有限公司,,016879.OF,016879,True
016880,招商中证上海环交所碳中和ETF联接-C,指数型-股票,存续,2023-12-29,,2023-12-29,tushare_fund_basic,招商基金管理有限公司,,016880.OF,016879,False
016887,富国中证上海环交所碳中和ETF联接-A,指数型-股票,存续,2023-06-09,,2023-06-09,tushare_fund_basic,富国基金管理有限公司,,016887.OF,016887,True
016888,富国中证上海环交所碳中和ETF联接-C,指数型-股票,存续,2023-06-09,,2023-06-09,tushare_fund_basic,富国基金管理有限公司,,016888.OF,016887,False
016891,鹏华中证中药ETF联接-A,指数型-股票,存续,2022-11-11,,2022-11-11,tushare_fund_basic,鹏华基金管理有限公司,,016891.OF,016891,True
016892,鹏华中证中药ETF联接-C,指数型-股票,存续,2022-11-11,,2022-11-11,tushare_fund_basic,鹏华基金管理有限公司,,016892.OF,016891,False
016893,工银瑞信中证上海环交所碳中和ETF联接-A,指数型-股票,清盘,2023-06-27,2024-03-08,2023-06-27,tushare_fund_basic,工银瑞信基金管理有限公司,2024-03-08,016893.OF,016893,True
016894,工银瑞信中证上海环交所碳中和ETF联接-C,指数型-股票,清盘,2023-06-27,2024-03-08,2023-06-27,tushare_fund_basic,工银瑞信基金管理有限公司,2024-03-08,016894.OF,016893,False
016897,广发中证上海环交所碳中和ETF联接-A,指数型-股票,清盘,2023-03-28,2026-03-28,2023-03-28,tushare_fund_basic,广发基金管理有限公司,2026-03-28,016897.OF,016897,True
016898,广发中证上海环交所碳中和ETF联接-C,指数型-股票,清盘,2023-03-28,2026-03-28,2023-03-28,tushare_fund_basic,广发基金管理有限公司,2026-03-28,016898.OF,016897,False
016899,易方达中证上海环交所碳中和ETF联接-A,指数型-股票,存续,2023-03-21,,2023-03-21,tushare_fund_basic,易方达基金管理有限公司,,016899.OF,016899,True
016900,易方达中证上海环交所碳中和ETF联接-C,指数型-股票,存续,2023-03-21,,2023-03-21,tushare_fund_basic,易方达基金管理有限公司,,016900.OF,016899,False
016908,华安中证基建指数-A,指数型-股票,清盘,2022-11-15,2025-11-15,2022-11-15,tushare_fund_basic,华安基金管理有限公司,2025-11-15,016908.OF,016908,True
016909,华安中证基建指数-C,指数型-股票,清盘,2022-11-15,2025-11-15,2022-11-15,tushare_fund_basic,华安基金管理有限公司,2025-11-15,016909.OF,016908,False
016915,中金华证清洁能源主题指数-A,指数型-股票,存续,2022-10-27,,2022-10-27,tushare_fund_basic,中金基金管理有限公司,,016915.OF,016915,True
016916,中金华证清洁能源主题指数-C,指数型-股票,存续,2022-10-27,,2022-10-27,tushare_fund_basic,中金基金管理有限公司,,016916.OF,016915,False
016917,南方中证上海环交所碳中和ETF联接-A,指数型-股票,存续,2023-06-01,,2023-06-01,tushare_fund_basic,南方基金管理股份有限公司,,016917.OF,016917,True
016918,南方中证上海环交所碳中和ETF联接-C,指数型-股票,存续,2023-06-01,,2023-06-01,tushare_fund_basic,南方基金管理股份有限公司,,016918.OF,016917,False
016919,摩根智慧互联股票-C,股票型,存续,2022-10-28,,2022-10-28,tushare_fund_basic,摩根基金管理(中国)有限公司,,016919.OF,016919,True
016920,摩根整合驱动灵活配置混合-C,混合型-灵活,存续,2022-10-28,,2022-10-28,tushare_fund_basic,摩根基金管理(中国)有限公司,,016920.OF,016920,True
