序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
12702,009735,天弘增强回报债券E,2026-07-31,1.313,1.313,-0.06,0.45,-0.09,-2.55,-2.34,1.66,10.51,8.75,-0.48,31.3,1.2258,0.00%
12703,013251,中信建投稳硕债券A,2026-07-31,1.0771,1.1641,0.03,0.07,0.22,0.7,1.65,1.66,4.67,10.49,2.03,17.0,1.6236,0.03%
12704,012824,富国安利90天滚动持有债券C,2026-07-31,1.1323,1.1323,0.01,0.03,0.13,0.32,0.85,1.66,3.76,7.22,0.98,13.23,1.6245,0.00%
12705,014801,红土创新丰源中短债A,2026-07-31,1.0322,1.1372,0.01,0.0,-0.01,0.28,0.84,1.66,4.07,8.95,0.92,14.14,1.6245,0.04%
12706,015302,博时双季乐六个月持有期债券C,2026-07-31,1.1468,1.1468,0.05,0.17,0.59,1.06,2.0,1.66,4.31,9.66,2.51,14.68,1.6306,0.00%
12707,016329,鹏华创兴增利债券A,2026-07-31,1.0336,1.0336,0.1,0.15,0.03,0.49,1.04,1.66,6.78,4.72,1.67,3.36,1.6422,0.10%
12708,014992,嘉合磐恒债券C,2026-07-31,1.0453,1.0453,0.01,0.02,0.11,0.43,1.11,1.66,4.02,4.95,1.22,4.53,1.6532,0.00%
12709,018085,汇添富稳合4个月持有债券A,2026-07-31,1.1006,1.1006,0.01,0.01,0.09,0.36,0.91,1.66,5.31,9.35,1.07,10.06,1.6251,0.08%
12710,012564,景顺长城90天持有短债C,2026-07-31,1.0986,1.0986,0.01,0.04,0.17,0.45,0.97,1.66,3.46,7.02,1.13,9.86,1.6187,0.00%
12711,016189,国联恒通纯债A,2026-07-31,1.0592,1.1262,0.06,0.13,0.21,0.65,1.31,1.66,6.19,10.77,1.44,12.95,1.6468,0.06%
12712,020045,东方红中债0-3年政金债指数C,2026-07-31,1.0273,1.057,0.02,0.05,0.05,0.45,1.21,1.66,3.41,,1.35,5.72,1.642,0.00%
12713,007707,南方聪元债券C,2026-07-31,1.1156,1.2034,0.02,0.01,0.1,0.42,1.03,1.66,3.22,7.42,1.41,18.62,1.5832,0.00%
12714,019397,博时双月乐60天持有期债券C,2026-07-31,1.084,1.084,0.01,0.03,0.09,0.34,0.98,1.66,3.73,,1.13,8.4,1.6314,0.00%
12715,019929,广发中债0-2年政金债指数A,2026-07-31,1.0456,1.0663,0.01,0.03,0.06,0.42,1.14,1.66,3.77,,1.26,6.68,1.6504,0.05%
12716,022131,鹏华普利债券E,2026-07-31,1.0339,1.0339,0.02,0.02,0.12,0.5,1.11,1.66,,,1.26,3.39,1.6418,0.00%
12717,020911,银华月月鑫30天持有期债券A,2026-07-31,1.0551,1.0551,0.01,0.02,0.11,0.47,0.99,1.66,4.8,,1.12,5.51,1.6278,0.03%
12718,022373,鹏华金享混合C,2026-07-31,1.0502,1.0502,-0.07,0.04,0.36,-0.31,-0.08,1.66,,,0.37,5.02,1.5176,0.00%
12719,022617,摩根共同分类目录绿色债券A,2026-07-31,1.0154,1.0259,0.01,0.0,0.06,0.37,0.95,1.66,,,1.13,2.6,1.6151,0.08%
12720,001993,博时裕泰纯债债券,2026-07-31,1.1542,1.5038,0.03,0.09,0.28,0.6,1.09,1.65,3.46,7.65,1.24,55.97,1.6165,0.08%
12721,003241,创金合信量化发现混合A,2026-07-31,1.3516,1.3516,1.59,4.12,-0.52,-14.17,-13.77,1.65,22.55,-6.23,-7.83,35.16,1.3649,0.15%
12722,003056,嘉实稳泽纯债债券A,2026-07-31,1.0824,1.3377,0.02,0.08,0.1,0.59,1.37,1.65,4.76,9.61,1.72,38.47,1.6338,0.08%
12723,004389,大成惠明纯债债券A,2026-07-31,1.1075,1.3555,0.04,0.07,0.22,0.92,1.71,1.65,4.77,10.92,2.05,38.88,1.6055,0.08%
12724,519740,交银丰盈收益债券A,2026-07-31,1.1461,1.4571,0.01,0.01,0.08,0.33,0.91,1.65,2.62,6.74,1.04,53.18,1.6136,0.03%
12725,004615,鹏扬利泽债券C,2026-07-31,1.0757,1.2657,0.01,0.01,0.08,0.29,0.8,1.65,3.34,6.62,0.94,28.7,1.5858,0.00%
12726,006475,国泰嘉睿纯债债券A,2026-07-31,1.0788,1.2861,0.06,-0.04,0.23,0.67,1.66,1.65,5.51,12.86,1.92,31.57,1.6106,0.06%
12727,006852,永赢迅利中高等级短债A,2026-07-31,1.1007,1.2066,0.01,0.03,0.12,0.36,0.89,1.65,3.61,6.64,1.04,21.9,1.6343,0.04%
12728,006553,国投瑞银恒泽中短债债券C,2026-07-31,1.1335,1.2105,0.01,0.02,0.07,0.38,0.98,1.65,3.37,6.62,1.14,21.91,1.6136,0.00%
12729,006678,中银稳汇短债债券C,2026-07-31,1.1064,1.2043,0.0,0.01,0.07,0.33,0.89,1.65,3.33,6.56,1.03,21.47,1.6165,0.00%
12730,007426,浙商汇金聚盈中短债A,2026-07-31,1.0118,1.1868,0.03,0.04,0.12,0.47,1.16,1.65,4.13,7.45,1.32,20.13,1.6086,0.03%
12731,008022,建信短债债券F,2026-07-31,1.1702,1.1812,0.01,0.02,0.11,0.37,0.91,1.65,3.48,6.38,1.11,18.03,1.6151,0.00%
12732,007635,银河天盈中短债A,2026-07-31,1.1906,1.2205,0.03,0.06,0.13,0.35,1.0,1.65,4.47,8.31,1.15,22.13,1.6186,0.04%
12733,009313,前海联合价值优选混合C,2026-07-31,1.0721,1.0721,2.53,0.07,-11.4,-9.62,-7.65,1.65,13.44,-16.33,-1.33,7.21,1.3902,0.00%
12734,010169,天弘安利短债C,2026-07-31,1.1499,1.1499,0.0,0.02,0.1,0.33,0.88,1.65,3.24,6.07,1.04,14.99,1.6172,0.00%
12735,011010,国寿安保尊弘短债债券E,2026-07-31,1.1119,1.1119,0.02,0.04,0.1,0.36,0.92,1.65,3.36,7.08,1.05,11.19,1.6083,0.00%
12736,015249,国泰海通60天滚动持有中短债C,2026-07-31,1.1405,1.1405,0.01,0.02,0.09,0.37,0.92,1.65,3.64,7.41,1.13,12.35,1.6217,0.00%
12737,017314,国泰利享安益短债债券A,2026-07-31,1.0995,1.0995,0.01,0.03,0.11,0.33,0.82,1.65,3.78,7.14,0.95,9.95,1.6268,0.03%
12738,017329,永赢季季享90天持有期中短债债券C,2026-07-31,1.0888,1.0888,0.01,0.02,0.07,0.33,0.89,1.65,3.62,6.73,1.05,8.88,1.624,0.00%
12739,017622,同泰恒盛债券A,2026-07-31,1.1137,1.3467,0.71,-1.37,-6.21,-3.31,-1.86,1.65,4.69,6.88,-0.52,36.02,1.5779,0.08%
12740,019463,招商鑫悦中短债D,2026-07-31,1.182,1.182,0.01,0.02,0.11,0.38,0.97,1.65,3.66,,1.14,6.82,1.6162,
12741,018964,国联恒鑫纯债E,2026-07-31,1.1402,1.1402,0.01,0.02,0.16,0.49,1.2,1.65,4.83,9.36,1.38,9.33,1.604,0.00%
12742,019464,银华月月享30天持有期债券A,2026-07-31,1.0686,1.0686,0.0,0.03,0.07,0.32,0.95,1.65,3.85,,1.13,6.86,1.6069,0.03%
12743,020155,长盛量化红利混合C,2026-07-31,2.2442,2.9062,0.19,3.75,7.32,-2.84,-2.15,1.65,7.6,,0.89,21.07,1.2954,0.00%
12744,020308,国投瑞银和景180天持有期债券C,2026-07-31,1.0589,1.0589,0.01,0.12,0.46,-0.22,0.1,1.65,4.45,,0.61,5.89,1.5829,0.00%
12745,020284,东方红汇享债券A,2026-07-31,1.0976,1.0976,0.04,0.52,2.01,-0.2,-0.06,1.65,9.58,,0.7,9.76,1.6485,0.08%
12746,020709,同泰恒盛债券D,2026-07-31,1.1138,1.2248,0.71,-1.37,-6.21,-3.31,-1.85,1.65,4.7,,-0.53,6.11,1.5777,0.03%
12747,020438,光大鼎利90天滚动持有债券A,2026-07-31,1.0667,1.0667,0.01,0.01,0.21,0.54,1.25,1.65,4.61,,1.44,6.67,1.5905,0.04%
12748,020525,工银稳健丰盈30天滚动持有债券C,2026-07-31,1.053,1.053,0.01,0.0,0.07,0.32,0.82,1.65,3.96,,1.0,5.3,1.6213,0.00%
12749,022027,金鹰中债0-3年政金债指数C,2026-07-31,1.0148,1.0312,0.02,0.07,0.09,0.46,1.09,1.65,,,1.22,3.13,1.6426,0.00%
12750,022816,浙商汇金聚沣30天持有期高等级债券C,2026-07-31,1.0239,1.0239,0.04,0.05,0.08,0.33,0.92,1.65,,,1.08,2.39,1.6177,0.00%
12751,023026,大成景苏利率债A,2026-07-31,1.0191,1.0191,0.02,0.04,0.07,0.51,1.34,1.65,,,1.52,1.91,1.6356,0.04%
12752,023477,万家稳宁债券A,2026-07-31,1.0165,1.0165,0.03,0.1,0.26,0.5,1.02,1.65,,,1.16,1.65,,0.04%
12753,000322,农银汇理金汇债券A,2026-07-31,1.1575,1.1575,0.03,0.03,0.11,0.41,0.98,1.64,3.51,6.52,1.12,15.75,1.6153,0.08%
12754,001775,鹏华弘泰C,2026-07-31,1.2763,1.2763,0.02,0.03,0.12,0.09,0.73,1.64,3.09,6.83,1.05,27.63,1.6001,0.00%
12755,001911,博时裕恒纯债债券A,2026-07-31,1.053,1.3724,0.01,0.03,0.13,0.45,1.08,1.64,2.87,6.68,1.26,42.57,1.5971,0.08%
12756,005025,交银丰盈收益债券C,2026-07-31,1.3178,1.3178,0.01,0.01,0.08,0.33,0.9,1.64,2.38,6.06,1.03,28.57,1.6037,0.00%
12757,002086,大成景安短融债券E,2026-07-31,1.3606,1.5676,0.01,0.03,0.1,0.35,0.9,1.64,3.85,7.45,1.09,35.77,1.6056,0.00%
12758,006870,广发景和中短债A,2026-07-31,1.0508,1.2111,0.0,0.01,0.08,0.35,0.89,1.64,3.58,6.78,1.04,22.62,1.6002,0.045%
12759,006799,财通资管鸿运中短债债券A,2026-07-31,1.1419,1.2424,0.01,0.03,0.08,0.37,0.95,1.64,3.49,6.55,1.06,24.87,1.6064,0.04%
12760,006804,富国短债债券型A,2026-07-31,1.1741,1.223,0.01,0.03,0.11,0.34,0.85,1.64,3.69,6.67,1.02,22.38,1.6078,0.04%
12761,006774,国寿安保尊荣中短债债券C,2026-07-31,1.1795,1.2195,0.01,0.02,0.12,0.36,0.98,1.64,3.27,7.18,1.18,22.18,1.5847,0.00%
12762,007259,民生加银中债1-3年农发债指数A,2026-07-31,1.0631,1.1966,0.02,0.06,0.07,0.49,1.23,1.64,3.58,6.94,1.39,20.79,1.6334,0.04%
12763,007942,恒生前海恒扬纯债债券C,2026-07-31,1.0998,1.2937,0.02,0.04,0.05,0.51,1.34,1.64,4.69,8.2,1.66,31.15,1.5855,0.00%
12764,007755,上银慧永利中短期债券C,2026-07-31,1.0726,1.1616,0.01,0.02,0.13,0.37,1.01,1.64,3.66,7.61,1.19,16.67,1.6134,0.00%
12765,008426,华安安敦债券A,2026-07-31,1.0468,1.0948,0.01,0.0,0.07,0.4,0.92,1.64,3.36,5.87,1.05,9.48,1.5974,0.08%
12766,010565,东方恒瑞短债债券A,2026-07-31,1.1494,1.1494,0.01,0.02,0.1,0.32,0.87,1.64,3.95,6.96,1.05,14.94,1.5909,0.04%
12767,012396,兴业60天滚动持有短债债券C,2026-07-31,1.1432,1.1432,0.02,0.03,0.11,0.4,0.94,1.64,3.56,6.66,1.13,14.32,1.5997,0.00%
12768,012942,广发添财90天滚动持有债券C,2026-07-31,1.1405,1.1405,0.01,0.03,0.09,0.33,0.86,1.64,3.89,7.28,1.0,14.05,1.6126,0.00%
12769,012324,兴全恒惠30天持有超短债A,2026-07-31,1.1451,1.1451,0.01,0.02,0.1,0.33,0.84,1.64,3.69,6.49,0.98,14.51,1.6151,0.03%
12770,013217,财通资管鸿启90天滚动中短债C,2026-07-31,1.1608,1.1608,0.02,0.03,0.1,0.41,1.0,1.64,3.56,6.95,1.14,16.08,1.6018,0.00%
12771,013975,国投瑞银恒誉90天持有期中短债C,2026-07-31,1.117,1.117,0.01,0.02,0.09,0.35,0.89,1.64,3.48,6.36,1.05,11.7,1.6009,0.00%
12772,014594,汇添富稳福60天滚动持有中短债A,2026-07-31,1.1126,1.1146,0.01,0.03,0.1,0.32,0.94,1.64,3.35,6.29,1.03,11.46,1.598,0.01%
12773,015503,中欧中短债债券发起C,2026-07-31,1.076,1.1179,0.01,0.02,0.08,0.37,0.98,1.64,3.58,7.07,1.16,11.92,1.6057,0.00%
12774,008933,天弘中债1-3年国开债指数发起A,2026-07-31,1.0193,1.1518,0.0,0.03,0.0,0.34,0.94,1.64,3.48,7.2,1.04,15.96,1.6313,0.05%
12775,015935,广发景华纯债C,2026-07-31,1.0527,1.1448,0.01,0.04,0.13,0.67,1.79,1.64,4.33,8.72,2.05,11.74,1.5728,0.00%
12776,017438,博时安悦短债A,2026-07-31,1.092,1.092,-0.01,0.01,0.15,0.36,0.85,1.64,3.54,7.17,0.97,9.2,1.6192,0.40%
12777,016691,华安众盈中短债发起式A,2026-07-31,1.0868,1.0868,0.0,0.01,0.06,0.4,0.88,1.64,3.39,6.68,0.99,8.68,1.6176,0.03%
12778,018839,广发添财30天持有债券C,2026-07-31,1.0729,1.0729,0.0,0.01,0.06,0.34,0.96,1.64,3.58,,1.06,7.29,1.5908,0.00%
12779,016395,天弘睿享3个月持有混合发起(FOF)C,2026-07-29,1.0731,1.0731,0.06,-0.01,-0.1,-0.13,0.12,1.64,5.96,,0.62,7.31,,0.00%
12780,019802,富国短债债券型D,2026-07-31,1.1796,1.2227,0.01,0.03,0.11,0.34,0.85,1.64,3.66,,1.03,6.23,1.6068,0.04%
12781,020672,招商红利低波动100指数发起式A,2026-07-31,1.1363,1.1363,-0.47,3.38,11.48,0.2,-0.23,1.64,16.62,,1.26,13.63,1.2926,0.12%
12782,020728,兴业稳瑞90天持有期债券C,2026-07-31,1.0641,1.0641,0.01,0.02,0.08,0.34,0.92,1.64,5.19,,1.09,6.41,1.6138,0.00%
12783,020296,易方达中债0-3年政金债指数C,2026-07-31,1.008,1.0438,0.02,0.08,0.27,0.75,1.48,1.64,3.33,,1.57,4.46,1.6254,0.00%
12784,022268,永赢迅利中高等级短债D,2026-07-31,1.0995,1.0995,0.0,0.02,0.11,0.36,0.88,1.64,,,1.03,3.39,1.6174,0.04%
12785,022141,国泰利享安益短债债券F,2026-07-31,1.1012,1.1012,0.01,0.03,0.11,0.33,0.81,1.64,,,0.94,3.77,1.6148,0.00%
12786,022306,天弘月月宝30天持有期债券C,2026-07-31,1.0338,1.0338,0.01,0.02,0.12,0.33,0.87,1.64,,,1.03,3.38,1.612,0.00%
12787,024098,东海锐安短债债券型发起式C,2026-07-31,1.0171,1.0171,0.01,0.03,0.14,0.38,0.82,1.64,,,0.93,1.71,1.6084,0.00%
12788,000187,华泰柏瑞丰盛纯债债券A,2026-07-31,1.1846,1.6482,0.02,0.03,0.08,0.69,2.0,1.63,4.26,8.44,2.44,79.41,1.5865,0.08%
12789,519777,交银裕盈纯债债券C,2026-07-31,1.0248,1.3094,0.02,0.05,0.19,0.73,1.8,1.63,3.95,7.8,1.95,32.8,1.6364,0.00%
12790,002920,中欧短债债券A,2026-07-31,1.0822,1.3,0.01,0.03,0.1,0.35,0.9,1.63,3.74,6.69,1.05,33.29,1.6055,0.04%
12791,005160,华泰保兴尊合债券C,2026-07-31,1.2637,1.4877,0.02,0.13,0.64,0.34,0.69,1.63,8.37,12.89,1.36,51.77,1.4613,0.00%
12792,006875,创金合信恒兴中短债债券C,2026-07-31,1.0833,1.2584,0.01,0.01,0.03,0.24,0.75,1.63,3.56,6.77,0.96,26.38,1.5848,0.00%
12793,002635,融通增鑫债券A,2026-07-31,1.1186,1.3093,0.02,0.04,0.06,0.39,0.97,1.63,3.7,8.76,1.21,34.76,1.5888,0.08%
12794,006492,南方1-3年国开债C,2026-07-31,1.0274,1.2204,0.02,0.07,0.14,0.49,1.18,1.63,4.07,7.62,1.31,24.15,1.6125,0.00%
12795,007180,华安中债1-3年政策金融债A,2026-07-31,1.0458,1.2089,0.04,0.09,0.15,0.59,1.35,1.63,4.04,7.18,1.5,22.39,1.6058,0.06%
12796,007253,广发中债农发债总指数C,2026-07-31,1.0563,1.2483,0.03,0.06,0.13,0.82,1.99,1.63,4.96,11.76,2.45,26.64,1.634,0.00%
12797,009924,中银中债1-5年国开债指数,2026-07-31,1.0739,1.1759,0.03,0.04,0.06,0.52,1.22,1.63,4.24,8.55,1.41,18.45,1.6469,0.04%
12798,009920,鹏华年年红一年持有期债券A,2026-07-31,1.1866,1.1866,0.03,0.03,0.16,0.58,1.18,1.63,3.32,7.36,1.39,18.66,1.5838,0.08%
12799,007762,富国天盈债券(LOF)A,2026-07-31,1.3412,1.3412,0.02,0.07,0.16,0.36,0.83,1.63,5.57,7.41,1.03,29.01,1.5907,0.08%
12800,011176,平安恒鑫混合C,2026-07-31,0.9867,0.9867,0.06,0.09,-1.9,-1.39,-1.52,1.63,7.58,0.12,0.92,-1.33,1.5437,0.00%
12801,011115,海富通利率债债券A,2026-07-31,1.0777,1.1607,0.02,0.05,0.13,0.66,1.46,1.63,4.51,9.29,1.71,16.6,1.6177,0.06%
12802,012281,中欧精益稳健一年持有混合,2026-07-31,1.11,1.11,0.29,0.34,-2.84,-3.44,-3.68,1.63,9.41,7.32,-1.2,11.0,1.222,0.08%
12803,011606,交银招享一年持有混合(FOF)C,2026-07-30,1.033,1.033,-0.07,-0.27,-2.03,-2.26,-2.48,1.63,6.36,4.93,-0.46,3.3,,0.00%
12804,952003,国泰海通中债1-3年政金债A,2026-07-31,1.008,1.5824,0.02,0.05,0.05,0.55,1.47,1.63,3.59,6.82,1.65,12.95,1.6324,0.04%
12805,011662,华富中债1-3年国开债C,2026-07-31,1.0874,1.1324,0.01,0.03,0.04,0.34,0.97,1.63,3.32,7.84,1.08,13.65,1.6072,0.00%
12806,006152,国联安增鑫纯债A,2026-07-31,1.0664,1.1904,0.01,0.01,0.07,0.35,0.93,1.63,3.29,5.79,1.06,20.04,1.5959,0.06%
12807,014596,汇添富稳福60天滚动持有中短债E,2026-07-31,1.1121,1.1141,0.01,0.03,0.1,0.32,0.93,1.63,3.33,6.26,1.02,11.41,1.5895,0.00%
12808,013629,广发集悦债券C,2026-07-31,1.0589,1.0589,0.54,-1.14,-6.28,-4.13,-2.05,1.63,9.69,5.1,0.57,5.89,1.6511,0.00%
12809,015370,华泰柏瑞季季红债券C,2026-07-31,1.0733,1.1917,0.03,0.07,0.21,0.6,1.52,1.63,3.39,8.16,1.81,12.9,1.5748,0.00%
12810,004767,中银智享债券A,2026-07-31,1.0277,1.2408,0.03,0.07,0.24,0.64,1.43,1.63,3.67,7.88,1.71,25.81,1.6016,0.08%
12811,952001,国泰海通君得利短债A,2026-07-31,1.0442,1.1201,0.01,0.02,0.1,0.37,0.86,1.63,3.49,7.0,1.05,11.02,1.5981,0.04%
12812,015620,英大安悦纯债债券A,2026-07-31,1.0333,1.1719,0.02,0.07,0.12,0.67,1.61,1.63,4.8,9.11,1.88,17.83,1.6327,0.08%
12813,016597,民生加银月月乐30天持有短债C,2026-07-31,1.0881,1.0881,0.01,0.02,0.08,0.3,0.89,1.63,3.51,6.81,1.04,8.81,1.5777,0.00%
12814,016674,永赢安泰中短债A,2026-07-31,1.0969,1.0969,0.0,0.02,0.12,0.33,0.85,1.63,3.57,6.54,1.0,9.69,1.6119,0.04%
12815,016468,华安鼎丰债券发起式C,2026-07-31,1.2016,1.2366,0.04,0.08,0.2,0.86,1.85,1.63,3.69,8.72,1.99,10.11,1.5723,0.00%
12816,016483,国泰利盈60天滚动持有中短债A,2026-07-31,1.1003,1.1003,0.01,0.02,0.1,0.31,0.78,1.63,3.97,7.11,0.92,10.03,1.6068,0.035%
12817,017100,华宝宝通30天持有期短债A,2026-07-31,1.0951,1.0951,0.01,0.02,0.09,0.32,0.84,1.63,3.87,6.8,0.98,9.5,1.6051,0.03%
12818,017989,易方达安益90天持有债券A,2026-07-31,1.081,1.081,0.01,0.03,0.08,0.32,0.82,1.63,3.76,7.49,0.97,8.1,1.5882,0.03%
12819,018677,渤海汇金汇享益利率债C,2026-07-31,1.0497,1.0747,0.04,0.1,0.16,0.69,1.55,1.63,4.82,,1.73,7.52,1.6203,0.00%
12820,019645,汇添富稳鑫90天持有债券A,2026-07-31,1.0821,1.0824,0.01,0.03,0.11,0.35,0.87,1.63,4.01,,1.02,8.24,1.6054,0.05%
12821,020044,东方红中债0-3年政金债指数A,2026-07-31,1.0275,1.0572,0.01,0.04,0.04,0.45,1.18,1.63,3.42,,1.31,5.74,1.6124,0.50%
12822,019735,华富恒享纯债债券C,2026-07-31,1.0209,1.0539,0.01,0.03,0.1,0.51,1.51,1.63,4.13,,1.86,5.39,1.6012,0.00%
12823,019399,国投瑞银恒睿添利债券C,2026-07-31,1.0656,1.0656,0.0,0.0,0.04,0.3,1.01,1.63,3.6,,1.11,6.56,1.6018,0.00%
12824,020636,鹏华丰恒债券C,2026-07-31,1.034,1.0574,0.01,0.03,0.12,0.39,1.07,1.63,3.83,,1.28,5.79,1.6041,0.00%
12825,020580,广发景和中短债D,2026-07-31,1.0574,1.0938,0.0,0.01,0.08,0.35,0.88,1.63,3.55,,1.04,5.53,1.6056,0.05%
12826,020208,华安中债0-3年政金债指数C,2026-07-31,1.0398,1.0668,0.02,0.07,0.14,0.51,1.25,1.63,4.12,,1.38,6.76,1.6124,0.00%
12827,019885,南方恩元债券发起A,2026-07-31,1.0195,1.0725,0.02,0.05,0.15,0.51,1.31,1.63,4.42,,1.5,7.34,1.609,0.08%
12828,021331,中金金信债券C,2026-07-31,1.0195,1.0733,0.01,0.03,0.09,0.37,0.97,1.63,3.6,,1.14,4.5,1.5998,0.00%
12829,021508,平安CFETS0-3年期政金债指数C,2026-07-31,1.0453,1.0453,0.02,0.06,0.07,0.46,1.13,1.63,4.05,,1.25,4.53,1.6038,0.00%
12830,021354,中信保诚中债0-3年政金债指数C,2026-07-31,1.0257,1.0445,0.01,0.04,0.07,0.44,1.11,1.63,3.89,,1.34,4.49,1.6249,0.00%
12831,021807,财通资管鸿运中短债债券I,2026-07-31,1.1569,1.1849,0.01,0.03,0.09,0.37,0.95,1.63,3.46,,1.06,3.66,1.6031,0.04%
12832,023649,汇安裕宏利率债债券A,2026-07-31,1.0197,1.0197,0.06,0.19,0.26,0.75,1.73,1.63,,,1.77,1.97,1.6346,0.04%
12833,025591,国泰海通安润90天持有期中短债债券C,2026-07-31,1.1092,1.1438,0.01,0.03,0.11,0.41,0.96,1.63,4.59,7.69,1.14,12.49,1.5739,0.00%
12834,164509,国富恒利债券(LOF)A,2026-07-31,0.7289,1.7822,0.01,0.05,0.15,0.04,0.86,1.62,4.55,8.92,1.53,103.98,1.603,0.08%
12835,160602,鹏华普天债券A,2026-07-31,1.4062,2.2046,0.01,0.02,0.08,0.44,0.92,1.62,4.03,6.62,1.09,180.04,1.611,0.08%
12836,004672,华夏短债债券A,2026-07-31,1.1254,1.2675,0.01,0.02,0.11,0.34,0.88,1.62,3.43,6.63,1.06,28.56,1.5796,0.03%
12837,007147,博时中债1-3年国开行A,2026-07-31,1.0256,1.2043,0.0,0.02,0.03,0.43,1.29,1.62,4.1,7.56,1.44,22.19,1.6194,0.05%
12838,007717,工银尊享短债债券F,2026-07-31,1.1236,1.1866,0.01,0.04,0.12,0.35,1.05,1.62,3.49,6.34,1.13,19.22,1.5821,0.00%
12839,008449,德邦短债C,2026-07-31,1.1552,1.1732,0.02,0.05,0.1,0.41,0.95,1.62,3.76,8.68,1.14,17.34,1.5932,0.00%
12840,011311,国联恒阳纯债C,2026-07-31,1.0498,1.1278,0.01,0.07,0.13,0.61,1.47,1.62,3.4,7.08,1.59,13.08,1.6142,0.00%
12841,012285,招商稳裕短债30天持有债A,2026-07-31,1.1333,1.1333,0.01,0.03,0.11,0.35,0.92,1.62,3.94,6.7,1.04,13.33,1.5957,0.035%
12842,014195,泰信添利30天持有债券发起式A,2026-07-31,1.125,1.125,0.01,0.02,0.09,0.35,0.82,1.62,3.28,6.45,1.03,12.5,1.5893,0.03%
12843,014740,财通资管鸿商中短债A,2026-07-31,1.124,1.124,0.02,0.0,0.05,0.41,1.0,1.62,3.57,7.91,1.12,12.4,1.5724,0.04%
12844,012342,广发瑞泽精选混合A,2026-07-31,0.9666,0.9666,0.97,0.39,-12.29,-15.54,-17.57,1.62,51.48,21.81,-18.13,-3.34,1.8761,0.15%
12845,015427,东吴月月享30天持有短债C,2026-07-31,1.1058,1.1058,0.0,0.01,0.06,0.37,0.86,1.62,3.59,8.29,1.0,10.58,1.58,0.00%
12846,013672,国联安恒悦90天持有债券A,2026-07-31,1.1261,1.1261,0.01,0.03,0.12,0.38,0.93,1.62,3.59,7.34,1.08,12.61,1.5786,0.04%
12847,014240,农银金鸿短债债券A,2026-07-31,1.103,1.103,0.02,0.03,0.12,0.41,0.98,1.62,3.63,7.1,1.13,10.3,1.6028,0.02%
12848,016012,西部利得沣享债券C,2026-07-31,1.0535,1.1115,0.02,0.1,0.24,0.71,1.51,1.62,4.52,9.07,1.72,11.38,1.6107,0.00%
12849,017205,中银智享债券C,2026-07-31,1.0275,1.0768,0.02,0.07,0.24,0.63,1.41,1.62,3.64,7.66,1.69,12.57,1.5818,0.00%
12850,017441,英大安旸纯债债券C,2026-07-31,1.0593,1.0813,0.01,0.02,0.04,0.37,1.13,1.62,3.47,6.51,1.27,8.26,1.6018,0.00%
12851,018175,富国龙头优势混合C,2026-07-31,1.451,1.451,3.98,-5.79,-18.42,-8.97,-5.64,1.62,43.29,16.16,-1.88,17.95,1.1009,0.00%
12852,018415,南方稳瑞90天持有债券C,2026-07-31,1.0745,1.0745,0.01,0.02,0.09,0.34,0.85,1.62,3.73,,0.96,7.45,1.5884,0.00%
12853,018642,金鹰添福纯债债券A,2026-07-31,1.0241,1.084,0.04,0.12,0.22,0.64,1.43,1.62,4.32,,1.57,8.59,1.6077,0.08%
12854,019084,万家稳安60天持有期债券C,2026-07-31,1.0703,1.0703,0.03,0.07,0.2,0.46,1.04,1.62,3.9,,1.18,7.03,1.5947,0.00%
12855,020390,中欧短债债券E,2026-07-31,1.0822,1.0822,0.01,0.03,0.1,0.35,0.9,1.62,3.73,,1.04,5.93,1.5959,0.04%
12856,020303,信澳星亮智选混合A,2026-07-31,1.6905,1.6905,2.83,8.47,1.81,-19.1,-17.88,1.62,76.39,,-9.81,69.05,-0.2478,0.15%
12857,008761,南方骏元中短期利率债债券A,2026-07-31,1.0476,1.1986,0.01,0.04,0.1,0.46,1.28,1.62,4.17,8.12,1.35,21.31,1.6132,0.08%
12858,022043,财通资管鸿商中短债E,2026-07-31,1.1242,1.1242,0.02,0.0,0.05,0.41,0.99,1.62,,,1.12,3.61,1.5721,0.04%
12859,021127,恒越季季乐3个月滚动持有债券A,2026-07-31,1.0448,1.0448,0.01,0.02,0.1,0.35,0.8,1.62,,,0.95,4.48,1.5848,0.04%
12860,022235,鹏华稳瑞中短债C,2026-07-31,1.0293,1.0293,0.01,0.02,0.09,0.37,0.99,1.62,,,1.2,2.93,1.589,0.00%
12861,020790,银华季季鑫90天持有期债券C,2026-07-31,1.0821,1.0821,0.01,0.02,0.06,0.32,0.9,1.62,7.26,,1.03,8.21,1.5866,0.00%
12862,022396,国泰海通稳健添利债券C,2026-07-31,1.0134,1.0244,0.01,0.05,0.16,0.46,1.19,1.62,,,1.27,2.45,1.4779,0.00%
12863,022397,大成添鑫债券A,2026-07-31,1.0284,1.0284,0.01,0.01,0.17,0.3,0.75,1.62,,,0.99,2.84,1.6005,0.03%
12864,022281,鹏华弘润混合E,2026-07-31,1.0471,1.0471,0.02,0.08,0.0,0.76,1.36,1.62,,,1.43,4.71,1.6405,0.00%
