序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
12865,023953,汇安嘉盈一年持有期债券E,2026-07-31,0.9386,0.9386,0.12,0.16,-0.98,-1.13,-0.96,1.62,,,-0.32,3.47,1.5801,0.00%
12866,023589,长城中短债债券A,2026-07-31,1.1317,1.1317,0.01,0.03,0.17,0.45,0.92,1.62,,,0.99,1.97,1.598,0.03%
12867,023644,华富富润债券A,2026-07-31,1.0163,1.0163,0.0,0.21,-0.34,-0.56,0.31,1.62,,,1.27,1.63,,0.08%
12868,026010,东财禧悦90天滚动持有中短债A,2026-07-31,1.151,1.151,0.01,0.03,0.1,0.4,0.95,1.62,3.44,6.95,1.08,14.73,1.5887,0.03%
12869,001403,招商国企改革主题混合基金,2026-07-31,1.134,1.134,0.8,3.37,3.56,-7.13,-9.57,1.61,11.61,-10.36,-4.38,13.4,1.0695,0.15%
12870,519720,交银纯债债券发起C,2026-07-31,1.0747,1.4767,0.02,0.04,0.15,0.51,1.23,1.61,3.23,7.37,1.43,56.47,1.5643,0.00%
12871,002834,华夏新锦绣混合C,2026-07-31,2.6882,2.6882,2.29,3.26,-8.19,-16.18,-14.68,1.61,86.25,61.21,-9.49,168.82,-0.3411,0.00%
12872,091023,大成安汇金融债A,2026-07-31,1.0717,1.1913,0.07,0.05,0.02,0.67,1.27,1.61,4.4,7.08,1.49,20.04,1.5794,0.08%
12873,006966,财通安瑞短债债券C,2026-07-31,1.2216,1.2279,0.01,0.02,0.07,0.3,0.83,1.61,3.36,6.39,0.98,22.93,1.5799,0.00%
12874,007011,国寿安保中债1-3年指数C,2026-07-31,1.0267,1.2057,0.01,0.04,0.04,0.43,1.11,1.61,3.39,6.57,1.26,22.17,1.6032,0.00%
12875,006627,山证资管超短债C,2026-07-31,1.1644,1.2264,0.01,0.03,0.05,0.29,0.97,1.61,2.94,5.54,1.16,23.43,1.5879,0.00%
12876,006824,创金合信鑫日享短债债券A,2026-07-31,1.271,1.271,0.01,0.02,0.09,0.33,0.88,1.61,3.28,6.88,1.05,27.1,1.5825,0.03%
12877,007936,平安惠澜纯债C,2026-07-31,1.1361,1.2061,0.01,0.03,0.11,0.47,1.16,1.61,3.17,6.94,1.35,21.12,1.5735,0.00%
12878,008685,宝盈盈旭纯债债券C,2026-07-31,1.04,1.1166,0.01,0.02,0.12,0.38,0.95,1.61,3.49,9.41,1.18,11.88,1.5396,0.00%
12879,008820,大成景悦中短债A,2026-07-31,1.1812,1.1812,0.0,0.01,0.09,0.4,0.99,1.61,4.71,8.5,1.12,18.11,1.5649,0.04%
12880,010566,东方恒瑞短债债券B,2026-07-31,1.1479,1.1479,0.01,0.02,0.1,0.32,0.84,1.61,3.86,6.83,1.03,14.79,1.5661,0.00%
12881,012175,易方达稳健增利混合A,2026-07-31,0.93,0.93,0.08,2.36,4.24,-0.31,-4.16,1.61,16.0,6.64,-1.02,-7.0,1.606,0.15%
12882,006635,永赢伟益债券A,2026-07-31,1.2164,1.3104,0.04,0.11,0.3,1.0,2.26,1.61,5.45,11.98,2.61,32.63,1.5868,0.08%
12883,013227,中邮鑫享30天滚动持有短债债券A,2026-07-31,1.1027,1.1027,0.01,0.02,0.1,0.34,0.81,1.61,3.67,6.35,0.97,10.27,1.5939,0.02%
12884,012384,宏利中短债债券A,2026-07-31,1.097,1.119,0.01,0.01,0.09,0.36,1.11,1.61,3.9,7.19,1.39,11.94,1.5953,0.04%
12885,008732,招商添浩纯债C,2026-07-31,1.0714,1.186,0.03,0.1,0.27,0.75,1.54,1.61,4.3,7.45,1.75,19.12,1.5925,0.00%
12886,014910,东方红短债债券A,2026-07-31,1.0925,1.1125,0.01,0.03,0.13,0.38,0.88,1.61,3.52,6.55,1.01,11.37,1.5712,0.04%
12887,010578,汇安永福90天持有中短债C,2026-07-31,1.1012,1.1042,0.01,0.01,0.05,0.36,0.9,1.61,4.68,7.47,1.03,10.45,1.5773,0.00%
12888,014883,鑫元悦享60天滚动持有中短债C,2026-07-31,1.1223,1.1223,0.01,0.01,0.08,0.31,0.9,1.61,4.03,8.07,1.05,12.23,1.5564,0.00%
12889,015532,鹏华稳福中短债债券E,2026-07-31,1.108,1.108,0.03,0.04,0.13,0.53,1.1,1.61,3.09,7.7,1.21,10.8,1.5768,0.00%
12890,017700,广发景泰债券C,2026-07-31,1.017,1.1019,0.02,0.03,0.06,0.53,1.32,1.61,4.33,8.47,1.57,10.34,1.5864,0.00%
12891,018011,交银稳安90天持有期债券A,2026-07-31,1.0881,1.0881,0.02,0.04,0.16,0.41,0.99,1.61,3.43,7.88,1.14,8.81,1.5777,0.03%
12892,018733,华夏中证智选1000价值稳健策略ETF发起式联接C,2026-07-31,1.1577,1.1577,0.36,5.24,7.71,-6.11,-10.56,1.61,27.43,,-4.42,15.77,0.7221,0.00%
12893,019803,博远增睿纯债债券C,2026-07-31,1.0595,1.1065,0.07,-0.01,-0.14,1.06,0.98,1.61,5.23,,1.03,9.02,1.6272,0.00%
12894,020367,嘉实方舟6个月滚动持有债券发起E,2026-07-31,1.1292,1.1292,0.04,-0.05,-0.74,-0.76,-1.3,1.61,4.9,,-0.16,6.83,1.5833,0.00%
12895,021826,国投瑞银磐睿量化选股混合A,2026-07-31,1.1081,1.1081,0.09,4.37,8.21,-1.8,-2.81,1.61,,,0.85,10.81,0.8739,0.15%
12896,022479,汇丰晋信绿色债券A,2026-07-31,1.0242,1.0242,0.0,-0.04,-0.08,0.36,1.02,1.61,,,1.09,2.42,1.5769,0.06%
12897,022618,摩根共同分类目录绿色债券C,2026-07-31,1.0143,1.0248,0.01,0.01,0.15,0.44,1.01,1.61,,,1.17,2.49,1.567,0.00%
12898,022594,金鹰安荣配置两年持有债券发起(FOF)A,2026-07-29,1.0233,1.0233,0.04,-0.37,-1.92,-0.4,0.24,1.61,,,1.05,2.33,,0.04%
12899,022639,太平恒庆利率债A,2026-07-31,1.0196,1.0196,0.0,0.01,0.11,0.42,1.0,1.61,,,1.08,1.96,1.6246,0.05%
12900,024988,广发集远债券E,2026-07-31,1.1018,1.1018,0.04,0.45,1.45,-0.59,-2.04,1.61,,,-1.31,1.38,1.5016,0.00%
12901,002301,兴业短债债券A,2026-07-31,1.0531,1.3111,0.01,0.03,0.11,0.38,0.9,1.6,3.58,6.46,1.07,34.49,1.5721,0.04%
12902,501306,汇添富港股红利ETF联接C,2026-07-31,1.266,1.266,-1.03,1.95,13.15,-1.12,0.44,1.6,34.22,41.85,4.11,26.6,2.2204,0.00%
12903,007014,嘉合磐泰短债A,2026-07-31,1.1627,1.2327,0.0,0.02,0.13,0.4,0.88,1.6,3.85,7.07,0.97,24.37,1.5813,0.04%
12904,007319,嘉实汇达中短债债券A,2026-07-31,1.0963,1.2133,0.02,0.03,0.14,0.53,1.33,1.6,4.22,8.16,1.54,22.65,1.5469,0.04%
12905,009635,鹏华安睿两年持有期混合C,2026-07-31,1.1398,1.1398,-0.02,-0.04,0.17,-0.63,-0.04,1.6,7.34,10.11,0.6,13.98,1.4237,0.00%
12906,008774,招商鑫福中短债A,2026-07-31,1.1965,1.1965,0.01,0.03,0.12,0.36,0.93,1.6,3.77,7.0,1.08,19.65,1.5791,0.035%
12907,012279,嘉实稳和6个月持有纯债A,2026-07-31,1.1225,1.1225,-0.01,0.03,0.14,0.29,0.82,1.6,3.0,4.84,0.95,12.25,1.5745,0.08%
12908,012128,汇添富彭博政金债1-3年A,2026-07-31,1.0884,1.1334,0.0,-0.09,-0.26,0.29,1.13,1.6,3.95,7.76,1.28,13.75,1.5783,0.05%
12909,015404,嘉实90天滚动持有短债A,2026-07-31,1.1128,1.1128,0.01,0.01,0.07,0.32,0.82,1.6,3.38,6.73,0.98,11.27,1.5699,0.04%
12910,015747,博时四月享120天持有期债券C,2026-07-31,1.1119,1.1119,0.01,0.02,0.09,0.37,0.94,1.6,3.18,6.32,1.09,11.19,1.5712,0.00%
12911,014817,财通资管鸿慧中短债发起E,2026-07-31,1.1221,1.1221,0.01,0.03,0.12,0.4,0.95,1.6,3.85,7.46,1.09,12.21,1.5659,0.00%
12912,015939,平安盈福6个月持有债券(FOF)C,2026-07-29,1.0601,1.0601,0.08,-0.12,-1.37,-1.38,-2.35,1.6,3.88,6.27,-0.52,6.01,,0.00%
12913,015591,长城聚利债券C,2026-07-31,1.0746,1.1035,0.03,0.07,0.21,0.56,1.32,1.6,3.58,9.1,1.62,10.42,1.5498,0.00%
12914,015082,兴业90天滚动持有中短债C,2026-07-31,1.1185,1.1185,0.01,0.02,0.1,0.41,0.97,1.6,3.55,6.68,1.14,11.85,1.571,0.00%
12915,016080,财通资管通达稳健3个月持有债券发起(FOF)A,2026-07-30,1.1295,1.1295,-0.19,-0.58,-1.92,-1.04,-0.42,1.6,5.28,9.21,0.61,12.95,,0.04%
12916,017149,天弘稳健回报债券发起A,2026-07-31,1.0991,1.0991,0.05,-0.16,-1.19,-0.15,-0.52,1.6,6.13,8.91,0.37,9.91,1.4585,0.06%
12917,018223,华安添荣中短债C,2026-07-31,1.1056,1.1056,0.01,0.03,0.12,0.37,0.95,1.6,3.01,7.88,1.09,8.81,1.5616,0.00%
12918,011007,国投瑞银顺臻纯债债券C,2026-07-31,1.0871,1.1771,0.02,0.06,0.16,0.66,1.44,1.6,3.3,7.44,1.63,16.05,1.5886,0.00%
12919,019049,嘉实汇享30天持有期纯债债券C,2026-07-31,1.0667,1.0667,0.14,0.25,0.72,0.86,1.15,1.6,3.79,,1.2,6.67,1.5808,0.00%
12920,021066,泰康中债0-3年政策性金融债指数C,2026-07-31,1.0481,1.0481,0.01,0.03,0.07,0.45,1.17,1.6,3.89,,1.3,4.81,1.5896,0.00%
12921,020329,大成聚鑫债券A,2026-07-31,1.0371,1.0371,0.12,0.3,0.36,0.89,1.96,1.6,2.8,,2.23,3.71,1.6067,0.03%
12922,022123,天弘安恒60天滚动持有短债E,2026-07-31,1.1072,1.1072,0.0,0.0,0.06,0.3,0.85,1.6,,,1.03,3.16,1.5593,0.00%
12923,020954,中欧稳悦120天滚动持有债券C,2026-07-31,1.0571,1.0571,0.01,0.02,0.09,0.37,0.92,1.6,4.17,,1.06,5.71,1.5759,0.00%
12924,022210,中信保诚90天持有债券C,2026-07-31,1.0297,1.0297,0.01,0.02,0.07,0.23,0.64,1.6,,,0.74,2.97,1.5583,0.00%
12925,022026,金鹰中债0-3年政金债指数A,2026-07-31,1.0215,1.0379,0.02,0.07,0.1,0.49,1.14,1.6,,,1.28,3.81,1.5912,0.05%
12926,022789,国投瑞银恒信债券C,2026-07-31,1.02,1.02,0.0,0.01,0.01,0.35,0.83,1.6,,,0.95,2.0,1.5734,0.00%
12927,022595,金鹰安荣配置两年持有债券发起(FOF)D,2026-07-29,1.0224,1.0224,0.03,-0.38,-1.93,-0.41,0.23,1.6,,,1.04,2.16,,0.20%
12928,000090,民生加银高等级信用债A,2026-07-31,1.1394,1.1394,0.0,0.01,0.07,0.33,0.85,1.59,3.47,6.71,0.98,13.94,1.5418,0.06%
12929,004333,金鹰元盛债券(LOF)E,2026-07-31,1.4335,1.6345,0.07,0.15,-0.32,-0.6,-0.67,1.59,12.17,12.34,0.07,56.93,1.3719,0.06%
12930,003615,中信保诚景瑞债券C,2026-07-31,1.0927,1.3292,0.04,0.04,0.2,0.89,2.07,1.59,4.85,9.53,2.39,37.04,1.5804,0.00%
12931,590006,中邮中小盘灵活配置混合A,2026-07-31,2.486,3.065,3.67,-5.51,-27.77,-15.59,-11.66,1.59,45.72,17.54,-7.17,250.56,0.607,0.15%
12932,005990,申万菱信安泰惠利纯债C,2026-07-31,1.0095,1.2681,0.04,0.06,0.18,0.48,1.11,1.59,3.63,7.19,1.41,29.8,1.5434,0.00%
12933,006202,交银核心资产混合A,2026-07-31,1.9427,1.9427,0.46,1.56,-7.68,0.53,-8.7,1.59,25.44,17.23,-3.68,94.25,1.5048,0.15%
12934,006830,鹏扬利沣短债C,2026-07-31,1.0857,1.1857,0.0,0.01,0.31,0.43,0.79,1.59,3.35,6.46,1.02,18.84,1.4388,0.00%
12935,008606,广发汇择一年定期开放债券A,2026-07-31,1.179,1.179,0.04,0.14,0.43,0.94,2.04,1.59,5.86,9.57,2.18,17.89,,0.06%
12936,007566,中银宁享债券,2026-07-31,1.0727,1.1348,0.02,0.06,0.23,0.84,1.35,1.59,3.57,7.25,1.48,13.81,1.5622,0.08%
12937,009182,浙商智多兴稳健回报一年持有混合C,2026-07-31,1.0374,1.1149,-0.1,1.17,3.23,-0.01,-0.28,1.59,5.86,5.2,0.61,11.59,1.4481,0.00%
12938,009016,泓德睿享一年持有期混合C,2026-07-31,1.3704,1.3704,0.62,2.15,0.74,-4.18,-3.84,1.59,17.12,16.49,-1.7,37.04,1.0694,0.00%
12939,008383,招商安心收益债券A,2026-07-31,1.972,1.972,0.03,0.04,0.13,0.49,1.28,1.59,3.58,8.13,1.51,27.0,1.55,0.03%
12940,013065,国泰利泽90天滚动持有中短债A,2026-07-31,1.1479,1.1479,0.01,0.02,0.1,0.31,0.79,1.59,3.62,6.87,0.93,14.79,1.5661,0.035%
12941,014857,建信鑫享短债债券C,2026-07-31,1.108,1.118,0.01,0.03,0.11,0.36,0.84,1.59,3.79,7.1,1.0,11.8,1.5567,0.00%
12942,016024,工银稳健丰瑞90天持有短债A,2026-07-31,1.0906,1.0906,0.02,0.06,0.14,0.39,0.95,1.59,3.57,6.33,1.14,9.06,1.5645,0.02%
12943,016193,恒生前海恒悦纯债A,2026-07-31,1.0656,1.1094,0.02,0.02,-0.04,0.48,1.18,1.59,5.03,8.92,1.46,11.22,1.5437,0.06%
12944,016629,广发添财60天持有债券C,2026-07-31,1.1038,1.1038,0.01,0.01,0.06,0.35,0.87,1.59,3.45,8.0,1.02,10.38,1.5549,0.00%
12945,017308,招商鑫嘉中短债债券C,2026-07-31,1.0897,1.0897,0.01,0.02,0.1,0.34,0.93,1.59,3.99,7.06,1.06,8.97,1.5658,0.00%
12946,016817,兴业120天滚动持有债券C,2026-07-31,1.1131,1.1131,0.01,0.02,0.1,0.39,0.92,1.59,3.92,7.7,1.07,11.3,1.551,0.00%
12947,017007,永赢月月享30天持有期短债C,2026-07-31,1.0598,1.0787,0.01,0.06,0.11,0.38,0.99,1.59,3.28,6.76,1.16,7.88,1.5728,0.00%
12948,019804,嘉合磐泰短债D,2026-07-31,1.1618,1.1618,-0.01,0.01,0.12,0.39,0.87,1.59,3.82,,0.96,6.35,1.5648,0.04%
12949,019806,华安月月鑫30天持有债券发起式A,2026-07-31,1.0692,1.0692,0.03,0.05,0.15,0.42,0.99,1.59,3.55,,1.16,6.92,1.5481,0.03%
12950,019932,泰康悦享30天持有期债券C,2026-07-31,1.0611,1.0611,0.01,0.03,0.1,0.4,0.97,1.59,3.38,,1.15,6.11,1.5698,0.00%
12951,020400,国泰利恒30天持有债券C,2026-07-31,1.0461,1.0461,0.01,0.03,0.11,0.34,0.77,1.59,3.8,,0.9,4.61,1.5631,0.00%
12952,021350,兴业稳利30天持有期债券A,2026-07-31,1.0582,1.0582,0.01,0.03,0.11,0.39,0.88,1.59,5.04,,1.01,5.82,1.5644,0.04%
12953,021419,广发汇择一年定期开放债券D,2026-07-31,1.1788,1.1788,0.04,0.14,0.43,0.94,2.03,1.59,5.83,,2.17,7.06,,0.065%
12954,022033,兴业短债债券D,2026-07-31,1.0582,1.0582,0.01,0.02,0.11,0.38,0.9,1.59,,,1.05,3.54,1.5644,0.04%
12955,022401,财通安泰利率债债券,2026-07-31,1.0224,1.0224,0.02,0.04,0.06,0.47,1.19,1.59,,,1.39,2.24,1.5696,0.04%
12956,024961,东方红益鑫纯债债券D,2026-07-31,1.1315,1.1315,0.01,0.02,0.09,0.37,0.93,1.59,,,1.11,1.49,1.5253,0.055%
12957,024707,中金恒瑞债券A,2026-07-31,1.1955,1.2445,0.01,0.03,0.12,0.38,0.95,1.59,,,1.13,1.66,1.555,0.06%
12958,024971,东方红短债债券D,2026-07-31,1.0923,1.0923,0.01,0.02,0.12,0.37,0.87,1.59,,,1.0,1.57,1.5526,0.045%
12959,024582,汇添富稳惠6个月持有债券A,2026-07-31,1.0159,1.0159,0.02,0.08,0.15,0.31,0.8,1.59,,,1.1,1.59,,0.08%
12960,001191,鹏华弘润混合C,2026-07-31,1.6296,1.6296,0.02,0.08,0.04,0.79,1.36,1.58,2.21,1.29,1.43,62.96,1.596,0.15%
12961,002336,创金合信尊享纯债债券A,2026-07-31,1.0318,1.3391,0.03,0.1,0.17,0.67,1.56,1.58,3.45,7.23,1.8,37.64,1.5733,0.08%
12962,003329,万家鑫安纯债债券A,2026-07-31,1.0262,1.3733,0.01,0.02,0.11,0.31,0.74,1.58,5.14,9.36,0.82,43.17,1.5838,0.08%
12963,003673,中加丰裕纯债债券A,2026-07-31,1.0191,1.3403,0.03,0.04,0.21,0.8,1.67,1.58,3.81,7.69,1.93,39.53,1.5366,0.08%
12964,006871,广发景和中短债C,2026-07-31,1.052,1.2032,0.0,0.0,0.07,0.33,0.86,1.58,3.45,6.6,1.0,21.72,1.542,0.00%
12965,006153,国联安增鑫纯债C,2026-07-31,1.0646,1.1846,0.01,0.01,0.07,0.34,0.9,1.58,3.27,5.71,1.04,19.38,1.5432,0.00%
12966,006714,博时富源纯债债券A,2026-07-31,1.0371,1.238,0.02,0.08,0.27,1.09,2.05,1.58,3.71,9.01,2.13,25.97,1.5716,0.08%
12967,008126,创金合信中债1-3年国开债C,2026-07-31,1.0821,1.1921,0.02,0.06,0.08,0.51,1.26,1.58,4.41,7.83,1.41,20.36,1.558,0.00%
12968,005601,汇安中短债债券A,2026-07-31,1.1267,1.2217,0.01,0.04,0.11,0.37,0.91,1.58,3.22,6.29,1.04,22.95,1.5271,0.03%
12969,005838,创金合信中债1-3年政金债A,2026-07-31,1.041,1.174,0.01,0.05,0.07,0.44,1.13,1.58,4.12,8.01,1.26,18.35,1.5709,0.05%
12970,011479,广发诚享混合A,2026-07-31,0.4442,0.4442,1.79,-1.31,-18.36,-19.05,-14.05,1.58,-4.04,-32.67,-10.91,-55.58,0.6116,0.15%
12971,012229,华安众鑫90天滚动短债A,2026-07-31,1.1485,1.1485,0.03,0.03,0.12,0.35,0.85,1.58,3.62,7.3,1.01,14.85,1.5563,0.03%
12972,007023,中银证券安泽债券A,2026-07-31,1.1671,1.1891,0.0,0.0,0.05,0.34,0.91,1.58,3.23,5.73,1.07,19.25,1.5488,0.08%
12973,011576,鹏华安诚混合A,2026-07-31,1.0496,1.0496,0.02,0.02,0.06,0.37,1.0,1.58,3.9,5.89,1.22,4.96,1.5087,0.08%
12974,013609,光大中债1-5年政金债D,2026-07-31,1.0236,1.1361,0.01,0.04,0.24,0.6,1.28,1.58,4.09,8.24,1.56,13.8,1.5879,
12975,013592,南方中债1-3年国开行债券指数E,2026-07-31,1.0634,1.2214,0.02,0.06,0.13,0.47,1.14,1.58,3.98,7.8,1.26,12.64,1.5706,0.00%
12976,013282,国泰海通30天滚动持有中短债C,2026-07-31,1.1345,1.1345,0.01,0.03,0.1,0.34,0.87,1.58,3.48,6.86,1.03,13.45,1.5485,0.00%
12977,013536,鹏华稳华90天滚动持有债券A,2026-07-31,1.1443,1.1443,-0.01,0.0,0.09,0.32,0.9,1.58,3.77,8.27,1.05,14.43,1.5531,0.04%
12978,012612,东方臻善纯债债券C,2026-07-31,1.028,1.1,0.0,0.0,0.05,0.35,0.87,1.58,3.26,5.62,0.99,10.28,1.551,0.00%
12979,012708,东方红中证红利低波动指数A,2026-07-31,1.3833,1.4693,-0.52,3.01,11.09,0.99,0.9,1.58,17.29,26.68,1.8,49.93,1.2192,0.12%
12980,013493,景顺长城30天滚动持有短债C,2026-07-31,1.1035,1.1035,0.01,0.02,0.09,0.43,0.94,1.58,3.4,6.35,1.08,10.35,1.5553,0.00%
12981,015274,英大安益中短债A,2026-07-31,1.0842,1.0842,0.02,0.01,0.05,0.4,1.14,1.58,3.0,6.15,1.29,8.42,1.5834,0.035%
12982,014656,国联益海30天滚动持有短债C,2026-07-31,1.114,1.114,0.01,0.04,0.16,0.46,0.98,1.58,3.67,7.62,1.17,11.4,1.5589,0.00%
12983,016236,浦银安盛普诚纯债债券C,2026-07-31,1.0248,1.088,0.03,0.09,0.21,0.64,1.46,1.58,4.05,7.67,1.69,8.98,1.5659,0.00%
12984,017009,诺德中短债债券C,2026-07-31,1.1075,1.1075,0.01,0.03,0.06,0.39,1.1,1.58,3.29,7.88,1.34,10.75,1.531,0.00%
12985,017055,工银稳健丰润90天持有中短债C,2026-07-31,1.1002,1.1002,0.01,0.03,0.12,0.35,0.91,1.58,3.69,6.48,1.03,10.02,1.5507,0.00%
12986,016770,华安盈安稳健优选3个月持有债券(FOF)A,2026-07-29,1.0415,1.0664,-0.02,-0.15,-0.48,0.42,0.4,1.58,4.05,5.76,1.56,6.69,,0.30%
12987,018625,国泰海通君增利60天滚动持有债券发起式C,2026-07-31,1.0853,1.0853,0.0,0.02,0.12,0.43,0.98,1.58,4.5,8.41,1.17,8.53,1.5628,0.00%
12988,003668,东方红益鑫纯债债券A,2026-07-31,1.1314,1.3374,0.02,0.01,0.08,0.36,0.92,1.58,5.13,8.68,1.09,37.78,1.5164,0.05%
12989,018253,平安利率债A,2026-07-31,1.0663,1.1563,0.03,0.08,0.2,0.77,1.46,1.58,8.28,14.53,1.61,15.76,1.5977,0.04%
12990,019129,中银中债1-3年期国开行债券指数B,2026-07-31,1.0872,1.0962,0.01,0.04,0.03,0.34,0.99,1.58,3.85,,1.1,6.56,1.5505,0.06%
12991,018171,嘉实双季瑞享6个月持有债券C,2026-07-31,1.085,1.085,0.05,0.11,0.38,0.73,1.62,1.58,3.74,,2.25,8.5,1.5252,0.00%
12992,021791,华宝宝嘉30天持有期债券C,2026-07-31,1.0316,1.0316,0.09,0.1,0.45,0.78,1.2,1.58,3.11,,1.28,3.16,1.5254,0.00%
12993,021679,永赢安泽6个月持有债券C,2026-07-31,1.0559,1.0559,0.02,0.08,0.1,0.58,1.85,1.58,,,1.98,5.59,1.4996,0.00%
12994,018666,鹏扬利沣短债D,2026-07-31,1.0854,1.1954,0.0,0.01,0.31,0.42,0.78,1.58,3.34,6.4,1.01,6.72,1.4298,0.00%
12995,200007,长城安心回报混合A,2026-07-31,1.3755,3.6317,2.34,1.12,-12.85,-14.64,-15.29,1.57,16.33,-0.25,-11.17,319.19,0.0728,0.15%
12996,110050,易方达安和中短债C,2026-07-31,1.0413,1.1423,0.03,0.05,0.19,0.44,0.93,1.57,3.53,6.7,1.08,14.53,1.5373,0.00%
12997,000563,南方通利债券A,2026-07-31,1.0798,1.5732,0.03,0.05,0.21,0.79,1.87,1.57,4.1,8.13,2.11,70.45,1.554,0.08%
12998,004629,国寿安保安瑞纯债债券,2026-07-31,1.0477,1.2648,0.01,0.01,0.07,0.33,0.91,1.57,3.62,5.9,1.04,29.04,1.5283,0.08%
12999,000833,易方达富华纯债C,2026-07-31,1.0211,1.1596,0.02,0.01,0.07,0.42,1.15,1.57,3.3,7.78,1.34,17.03,1.5477,0.00%
13000,371120,摩根纯债债券B,2026-07-31,1.0778,1.6457,0.02,0.06,0.03,0.47,1.16,1.57,3.91,6.55,1.33,71.19,1.5752,0.00%
13001,485105,工银增强收益债券A,2026-07-31,1.1529,2.178,0.07,0.3,0.1,0.26,0.77,1.57,4.77,5.85,1.22,182.09,1.3274,0.08%
13002,040040,华安纯债债券A,2026-07-31,1.0701,1.5511,0.04,0.06,0.26,0.7,1.41,1.57,4.28,9.04,1.62,67.65,1.4993,0.08%
13003,009005,创金合信鑫祺混合A,2026-07-31,1.3043,1.4966,0.66,1.72,3.54,-2.36,-3.13,1.57,13.8,9.69,-1.76,53.15,1.4072,0.12%
13004,009422,工银彭博国开债1-3年指数C,2026-07-31,1.106,1.1815,0.02,0.05,0.02,0.43,1.22,1.57,4.43,8.51,1.4,19.06,1.5984,0.00%
13005,000674,中海中短债债券A,2026-07-31,0.9299,1.2446,0.01,0.02,0.05,0.33,0.96,1.57,3.75,6.89,1.12,26.46,1.5398,0.04%
13006,006403,银河睿嘉债券C,2026-07-31,1.0454,1.1634,0.0,0.01,-0.04,0.19,0.7,1.57,4.54,6.92,0.95,17.34,1.574,0.00%
13007,011552,鹏华民丰盈和6个月持有混合A,2026-07-31,1.1231,1.1231,-0.14,0.45,1.34,0.25,0.16,1.57,5.31,6.81,0.77,12.31,1.6012,0.08%
13008,007024,中银证券安泽债券C,2026-07-31,1.1748,1.1968,0.01,0.0,0.05,0.33,0.91,1.57,3.21,5.71,1.06,20.04,1.5472,0.00%
13009,952303,国泰海通中债1-3年政金债C,2026-07-31,1.0092,1.1418,0.02,0.05,0.09,0.57,1.46,1.57,3.41,6.5,1.63,12.24,1.5721,0.00%
13010,012300,浦银安盛安裕回报一年持有混合C,2026-07-31,0.9473,0.9473,1.0,-1.18,-7.14,-4.83,-5.49,1.57,4.94,0.72,-2.54,-5.27,1.0561,0.00%
13011,013791,大成稳安60天滚动持有债券C,2026-07-31,1.1335,1.1335,0.01,0.03,0.12,0.38,0.9,1.57,5.3,9.3,1.08,13.35,1.5317,0.00%
13012,013964,达诚定海双月享60天滚动持有短债A,2026-07-31,1.1077,1.1329,0.01,0.03,0.07,0.32,0.9,1.57,3.43,7.48,1.09,13.4,1.54,0.02%
13013,970165,招商资管增益添彩一个月持有期中短债债券A,2026-07-31,1.0893,1.0893,0.02,0.05,0.2,0.4,0.91,1.57,3.34,6.57,1.07,8.93,1.557,0.03%
13014,013700,永赢安盈90天滚动持有债券发起C,2026-07-31,1.1258,1.1258,0.01,0.03,0.11,0.33,0.91,1.57,3.49,7.14,1.08,12.57,1.5423,0.00%
13015,016047,鹏扬利鑫60天滚动持有债券E,2026-07-31,1.1097,1.1097,0.0,0.01,0.07,0.29,0.83,1.57,3.42,6.84,1.04,10.97,1.5279,0.00%
13016,015312,国金及第中短债债券B,2026-07-31,1.0625,1.1597,0.01,0.02,0.07,0.37,1.03,1.57,3.3,7.33,1.2,11.76,1.5095,0.00%
13017,015917,兴业30天滚动持有中短债A,2026-07-31,1.1087,1.1087,0.0,0.02,0.1,0.36,0.86,1.57,3.79,6.77,0.97,10.87,1.5386,0.04%
13018,004053,华夏鼎智债券C,2026-07-31,1.1554,1.3013,0.01,0.0,0.06,0.37,0.9,1.57,3.25,6.01,1.04,32.56,1.5379,0.00%
13019,016812,长信稳航30天持有中短债债券A,2026-07-31,1.099,1.099,0.01,0.03,0.13,0.39,0.87,1.57,3.46,6.23,1.0,9.9,1.5524,0.02%
13020,018528,银河星汇30天持有债券C,2026-07-31,1.0691,1.0691,0.02,0.03,0.07,0.34,0.9,1.57,3.57,,1.09,6.91,1.5483,0.00%
13021,019686,广发中债1-3年国开债指数D,2026-07-31,1.0564,1.1105,0.02,0.04,0.08,0.63,1.55,1.57,4.22,,1.7,9.06,1.5513,0.06%
13022,018767,汇添富稳乐回报债券发起式A,2026-07-31,1.1504,1.1504,0.1,0.16,0.85,-1.16,-1.58,1.57,11.65,,-0.94,15.04,1.0275,0.07%
13023,019930,广发中债0-2年政金债指数C,2026-07-31,1.043,1.0637,0.01,0.04,0.06,0.4,1.1,1.57,3.57,,1.2,6.41,1.5559,0.00%
13024,020887,交银中债0-3年政金债指数C,2026-07-31,1.0288,1.0488,0.01,0.03,0.04,0.46,1.31,1.57,3.81,,1.47,4.91,1.5682,0.00%
13025,020230,汇丰晋信养老目标日期2036一年持有期混合(FOF)A,2026-07-29,1.0615,1.0615,0.1,-0.32,-1.51,-2.12,-3.67,1.57,5.95,,-1.38,6.15,,0.08%
