date,close,pe
2025-03-13,5090.36,11.66
2025-03-14,5086.31,11.7
2025-03-17,5089.77,11.72
2025-03-18,5059.98,11.63
2025-03-19,5064.0,11.64
2025-03-20,5081.23,11.66
2025-03-21,5074.67,11.63
2025-03-24,5071.55,11.63
2025-03-25,5170.12,11.8
2025-03-26,5165.65,11.82
2025-03-27,5125.85,11.83
2025-03-28,5033.35,11.7
2025-03-31,4972.77,11.69
2025-04-01,5046.1,11.78
2025-04-02,5036.94,11.79
2025-04-03,5037.09,11.83
2025-04-07,4625.52,11.11
2025-04-08,4795.67,11.62
2025-04-09,4768.58,11.61
2025-04-10,4775.8,11.53
2025-04-11,4750.97,11.37
2025-04-14,4864.47,11.58
2025-04-15,4858.39,11.61
2025-04-16,4870.6,11.77
2025-04-17,4849.67,11.75
2025-04-18,4827.45,11.71
2025-04-21,4806.54,11.61
2025-04-22,4799.54,11.6
2025-04-23,4779.9,11.57
2025-04-24,4829.6,11.66
2025-04-25,4797.55,11.58
2025-04-28,4738.53,11.49
2025-04-29,4689.78,11.44
2025-04-30,4681.87,11.43
2025-05-06,4718.67,12.76
2025-05-07,4758.23,12.89
2025-05-08,4750.66,12.85
2025-05-09,4741.84,12.88
2025-05-12,4764.18,12.86
2025-05-13,4786.26,12.97
2025-05-14,4845.81,13.12
2025-05-15,4816.99,13.18
2025-05-16,4790.3,13.01
2025-05-19,4787.17,12.99
2025-05-20,4781.73,12.97
2025-05-21,4878.79,13.23
2025-05-22,4846.7,13.29
2025-05-23,4799.14,13.12
2025-05-26,4759.21,13.09
2025-05-27,4723.97,13.02
2025-05-28,4760.24,13.18
2025-05-29,4772.71,13.15
2025-05-30,4749.55,13.14
2025-06-03,4733.47,13.04
2025-06-04,4742.96,13.06
2025-06-05,4710.06,13.0
2025-06-06,4728.37,13.06
2025-06-09,4733.39,13.07
2025-06-10,4730.0,13.07
2025-06-11,4769.45,13.2
2025-06-12,4740.73,13.09
2025-06-13,4652.71,13.12
2025-06-16,4640.48,13.07
2025-06-17,4664.36,13.2
2025-06-18,4603.42,12.96
2025-06-19,4554.52,12.99
2025-06-20,4543.25,12.94
2025-06-23,4588.76,13.05
2025-06-24,4571.77,13.0
2025-06-25,4542.15,12.93
2025-06-26,4523.77,12.91
2025-06-27,4571.58,12.9
2025-06-30,4565.25,12.95
2025-07-01,4559.85,13.01
2025-07-02,4631.12,13.18
2025-07-03,4609.17,12.99
2025-07-04,4604.87,13.08
2025-07-07,4579.03,12.62
2025-07-08,4604.86,12.67
2025-07-09,4633.15,12.66
2025-07-10,4707.44,12.77
2025-07-11,4683.57,12.63
2025-07-14,4695.34,12.76
2025-07-15,4572.96,12.67
2025-07-16,4564.98,12.63
2025-07-17,4568.88,12.59
2025-07-18,4592.3,12.7
2025-07-21,4713.46,12.93
2025-07-22,5026.78,13.52
2025-07-23,5011.72,13.43
2025-07-24,5113.66,13.48
2025-07-25,5051.86,13.34
2025-07-28,4904.51,13.08
2025-07-29,4954.39,13.16
2025-07-30,4951.33,13.31
2025-07-31,4807.29,13.14
2025-08-01,4794.08,12.83
2025-08-04,4824.55,12.83
2025-08-05,4890.75,12.93
2025-08-06,4989.71,13.07
2025-08-07,4999.92,13.13
2025-08-08,4988.47,13.13
2025-08-11,4970.1,13.05
2025-08-12,5042.45,13.17
2025-08-13,4987.52,13.08
2025-08-14,4907.86,13.01
2025-08-15,4960.94,13.03
2025-08-18,4930.39,13.18
2025-08-19,4900.02,13.06
2025-08-20,4913.96,13.16
2025-08-21,4953.9,13.29
2025-08-22,4946.29,13.27
2025-08-25,5006.09,13.4
2025-08-26,4973.38,13.32
2025-08-27,4848.08,13.07
2025-08-28,4813.89,12.96
2025-08-29,4800.99,12.86
2025-09-01,4798.86,14.78
2025-09-02,4781.01,14.88
2025-09-03,4714.27,14.71
2025-09-04,4726.39,14.81
2025-09-05,4784.07,14.8
2025-09-08,4800.16,14.79
2025-09-09,4793.38,14.78
2025-09-10,4752.67,14.69
2025-09-11,4772.58,14.75
2025-09-12,4783.5,14.61
2025-09-15,4839.45,14.72
2025-09-16,4852.05,14.72
2025-09-17,4935.19,14.92
2025-09-18,4806.73,14.6
2025-09-19,4928.96,14.76
2025-09-22,4899.31,14.67
2025-09-23,4922.87,14.79
2025-09-24,4920.2,14.79
2025-09-25,4890.08,14.72
2025-09-26,4862.48,14.69
2025-09-29,4821.13,14.55
2025-09-30,4813.1,14.54
2025-10-09,4941.08,14.85
2025-10-10,5012.78,14.99
2025-10-13,4966.76,14.96
2025-10-14,5084.33,15.25
2025-10-15,5086.05,15.29
2025-10-16,5201.61,15.64
2025-10-17,5137.9,15.56
2025-10-20,5333.85,15.83
2025-10-21,5266.11,15.67
2025-10-22,5179.89,15.67
2025-10-23,5275.32,15.81
2025-10-24,5199.6,15.79
2025-10-27,5202.55,15.87
2025-10-28,5140.82,15.77
2025-10-29,5199.73,15.71
2025-10-30,5161.83,15.86
2025-10-31,5127.94,15.69
2025-11-03,5222.55,16.05
2025-11-04,5211.92,16.06
2025-11-05,5275.91,16.12
2025-11-06,5322.3,16.22
2025-11-07,5328.97,16.24
2025-11-10,5345.97,16.26
2025-11-11,5255.08,16.09
2025-11-12,5235.41,16.06
2025-11-13,5272.98,16.08
2025-11-14,5205.53,15.93
2025-11-17,5251.47,16.1
2025-11-18,5090.03,15.89
2025-11-19,5122.85,16.22
2025-11-20,5026.9,16.03
2025-11-21,4918.92,15.88
2025-11-24,4876.09,15.6
2025-11-25,4886.86,15.58
2025-11-26,4849.26,15.46
2025-11-27,4881.34,15.65
2025-11-28,4881.02,15.55
2025-12-01,4919.1,15.68
2025-12-02,4918.37,15.81
2025-12-03,4922.02,15.78
2025-12-04,4899.68,15.8
2025-12-05,4886.0,15.74
2025-12-08,4822.49,15.58
2025-12-09,4749.05,15.43
2025-12-10,4750.24,15.33
2025-12-11,4708.58,15.29
2025-12-12,4699.33,15.21
2025-12-15,4734.64,12.76
2025-12-16,4675.61,12.8
2025-12-17,4664.78,12.76
2025-12-18,4742.83,13.49
2025-12-19,4723.81,13.4
2025-12-22,4713.02,13.45
2025-12-23,4698.26,13.59
2025-12-24,4677.38,13.49
2025-12-25,4661.66,13.44
2025-12-26,4677.68,13.43
2025-12-29,4712.28,13.67
2025-12-30,4694.89,13.85
2025-12-31,4674.94,13.95
2026-01-05,4694.93,13.7
2026-01-06,4758.3,13.94
2026-01-07,4898.83,13.77
2026-01-08,4898.03,13.71
2026-01-09,4908.94,13.86
2026-01-12,4901.29,13.74
2026-01-13,4873.89,13.87
2026-01-14,4826.37,13.69
2026-01-15,4807.04,13.73
2026-01-16,4780.55,13.53
2026-01-19,4832.96,13.58
2026-01-20,4885.69,13.71
2026-01-21,4842.22,13.65
2026-01-22,4938.32,13.93
2026-01-23,4899.64,13.62
2026-01-26,5034.68,14.24
2026-01-27,4925.21,14.15
2026-01-28,5146.0,14.5
2026-01-29,5172.4,14.63
2026-01-30,5168.97,14.77
2026-02-02,4867.24,14.24
2026-02-03,4895.15,14.04
2026-02-04,5269.4,14.56
2026-02-05,5115.59,14.4
2026-02-06,5123.72,14.59
2026-02-09,5138.68,14.63
2026-02-10,5190.61,14.67
2026-02-11,5260.81,14.83
2026-02-12,5301.57,14.98
2026-02-13,5220.19,14.46
2026-02-24,5380.06,15.04
2026-02-25,5375.29,14.91
2026-02-26,5324.52,14.79
2026-02-27,5459.66,14.86
2026-03-02,5689.83,16.09
2026-03-03,5894.82,17.3
2026-03-04,5805.02,17.17
2026-03-05,5726.37,16.64
2026-03-06,5645.98,16.29
2026-03-09,5845.95,16.96
2026-03-10,5625.12,15.99
2026-03-11,5758.7,16.23
2026-03-12,6034.14,16.53
2026-03-13,5960.86,16.3
2026-03-16,5809.49,16.16
2026-03-17,5665.71,16.03
2026-03-18,5606.02,15.84
2026-03-19,5731.96,16.51
2026-03-20,5740.7,16.32
2026-03-23,5810.45,16.41
2026-03-24,5755.75,16.04
2026-03-25,5626.8,15.68
2026-03-26,5682.15,15.89
2026-03-27,5679.77,15.96
2026-03-30,5691.92,16.25
2026-03-31,5462.74,15.88
2026-04-01,5447.29,15.78
2026-04-02,5505.26,16.09
2026-04-03,5371.28,15.98
2026-04-07,5532.83,16.28
2026-04-08,5380.25,15.72
2026-04-09,5382.73,15.77
2026-04-10,5412.01,15.68
2026-04-13,5477.4,15.78
2026-04-14,5418.04,15.58
2026-04-15,5407.43,15.45
2026-04-16,5409.61,15.34
2026-04-17,5333.86,15.2
2026-04-20,5344.44,15.12
2026-04-21,5469.87,15.24
2026-04-22,5479.57,15.21
2026-04-23,5644.97,15.6
2026-04-24,5603.56,15.65
2026-04-27,5661.25,15.61
2026-04-28,5853.73,15.94
2026-04-29,5956.92,16.06
2026-04-30,5981.43,16.04
2026-05-06,6009.34,16.16
2026-05-07,5684.54,15.39
2026-05-08,5610.54,15.21
2026-05-11,5664.23,15.21
2026-05-12,5613.84,15.24
2026-05-13,5530.46,15.11
2026-05-14,5460.67,15.19
2026-05-15,5565.89,15.45
2026-05-18,5660.96,15.54
2026-05-19,5608.09,15.55
2026-05-20,5555.26,15.55
2026-05-21,5376.46,15.15
2026-05-22,5304.09,14.94
2026-05-25,5488.08,14.77
2026-05-26,5440.97,14.89
2026-05-27,5521.75,14.92
2026-05-28,5610.24,14.95
2026-05-29,5687.56,15.13
2026-06-01,6071.97,15.44
2026-06-02,5996.09,15.23
2026-06-03,6190.13,15.53
2026-06-04,6326.67,15.47
2026-06-05,6255.46,15.37
2026-06-08,6215.46,15.77
2026-06-09,6075.79,15.13
2026-06-10,5859.66,14.86
2026-06-11,5896.87,14.95
2026-06-12,5981.33,14.95
2026-06-15,5729.59,14.46
2026-06-16,5581.85,14.2
2026-06-17,5438.01,13.91
2026-06-18,5303.78,13.61
2026-06-22,5413.41,13.77
2026-06-23,5328.53,13.46
2026-06-24,5186.16,13.32
2026-06-25,5076.47,12.95
2026-06-26,4909.29,12.78
2026-06-29,4971.93,12.88
2026-06-30,4822.54,12.52
2026-07-01,4961.73,12.68
2026-07-02,5012.01,12.88
2026-07-03,5084.13,13.03
2026-07-06,5263.6,13.36
2026-07-07,5103.19,13.31
2026-07-08,5194.35,13.49
2026-07-09,5099.63,13.51
2026-07-10,5068.07,13.39
2026-07-13,5085.03,13.77
2026-07-14,5312.12,14.21
2026-07-15,5413.9,14.28
2026-07-16,5294.19,14.14
2026-07-17,5201.15,14.38
2026-07-20,5539.59,15.24
2026-07-21,5399.67,14.83
2026-07-22,5543.69,15.13
2026-07-23,5602.16,15.12
2026-07-24,5357.92,15.12
2026-07-27,5382.52,14.96
2026-07-28,5319.08,15.12
2026-07-29,5453.81,15.0
2026-07-30,5469.58,15.34
2026-07-31,5464.98,15.21
2026-08-03,5367.24,14.98
2026-08-04,5340.59,14.73
2026-08-05,5346.71,
